	Prognosis	A_I_phase_1	A_I_phase_2	A_R1_phase	Maintenance therapy	protein_cluster
ENSG00000146540	2.354120233	2.4625497	2.3047097	0.36992025	1.006766033	4
ENSG00000178381	2.9831129	1.9176238	3.2892973	2.550821	2.246151367	2
ENSG00000164880	4.8527685	5.330864	4.9791946	1.8991048	1.922420733	4
ENSG00000198517	3.255074933	1.7185733	2.262313	1.5279838	1.235810567	2
ENSG00000164855	0.37974414	0	0	0	0.045121043	2
ENSG00000157778	3.0342454	1.7715572	1.8038296	0	0.529928417	5
ENSG00000002822	3.0467231	2.7175965	2.510777	1.5015883	0.917490133	5
ENSG00000106268	3.1565663	2.372518	2.5900967	1.1764659	0.35541076	5
ENSG00000106266	0.676823847	0.15874435	0.4433961	0.048261687	0.162267167	2
ENSG00000106263	4.5821822	2.3633568	3.0114243	3.6037154	1.6829607	1
ENSG00000136213	2.073796433	3.5352762	3.4155495	0.52866834	0.132917433	4
ENSG00000106003	0.78232231	1.8676752	2.0954642	0.80000764	2.436309533	4
ENSG00000106009	3.364159433	3.5352232	3.409441	1.7391937	1.9531637	4
ENSG00000106012	1.43711049	0.69374704	0.9861577	1.0074224	1.2969895	1
ENSG00000136295	5.035447667	4.7746673	4.596271	0.96142256	2.850249167	5
ENSG00000146535	3.585057467	1.7575533	2.4029682	2.4173355	1.620711533	2
ENSG00000198286	3.8971119	3.7601323	4.0761876	2.3955379	1.666760367	5
ENSG00000164916	3.6548768	2.9091494	3.4260116	2.2154431	1.211539733	2
ENSG00000242802	2.994933833	3.7808952	3.5245554	1.4242656	1.767285767	4
ENSG00000196204	2.0899673	0.8676973	2.1135874	1.4114702	0.548322897	2
ENSG00000157954	3.395926667	1.7847298	2.5940237	2.3115494	2.139688567	1
ENSG00000182095	4.382762033	3.6326368	3.6697528	3.644252	2.88658	2
ENSG00000155034	1.709631833	1.9490353	1.9823183	0	0.6214882	4
ENSG00000075624	11.111559	10.016082	10.727729	9.945106	8.0751765	2
ENSG00000075618	2.939618067	1.3998165	1.591013	0.26602557	0.075128387	5
ENSG00000011275	3.377813633	2.517305	3.220052	3.7254767	1.986178933	3
ENSG00000235944	0.16424288	0.24823828	0.81963915	0	0.4774555	4
ENSG00000122674	1.918298833	0	1.0460716	2.7927132	1.134887567	7
ENSG00000106305	2.738865467	0.72077686	1.3278428	0.8110084	1.019624433	2
ENSG00000086232	4.997603	2.1757414	3.202005	5.0368304	3.371593467	1
ENSG00000106346	2.083873	0.6555314	1.9531201	2.356334	1.2760647	7
ENSG00000008256	0.027877027	0	0	1.6349418	0	6
ENSG00000178397	1.6611535	0	0.28164807	0.1351237	0.828110467	1
ENSG00000136238	4.5642883	1.4701399	2.854741	4.4703965	3.406994167	1
ENSG00000164535	2.314192467	2.0160718	1.9565252	2.6388037	1.541824167	3
ENSG00000136240	2.995442633	0.82541466	1.767465	2.62831	2.057008267	1
ENSG00000136247	2.752320533	0.70549583	1.8232112	0	0.429747	5
ENSG00000146576	4.756941467	4.1792603	4.3204923	2.295963	2.6635218	5
ENSG00000205903	4.002091933	4.3014693	4.075553	2.705957	2.2596226	4
ENSG00000164631	1.981752267	0.48626253	1.4871876	2.134044	0.50292754	3
ENSG00000187953	2.7445086	1.0790073	1.5668367	2.1179824	0.831816333	1
ENSG00000146574	1.680292367	0	1.7024766	2.3047018	1.023789067	7
ENSG00000106392	1.216146487	0	1.3574749	3.3988812	0.675451133	7
ENSG00000106399	2.170731167	0	0.07214569	0.9812665	0.218798757	1
ENSG00000106415	1.335939853	0.5777635	0.7084908	3.0999348	0.294107487	7
ENSG00000283117	4.8380386	1.8748462	2.7570796	2.3655534	2.494358767	2
ENSG00000189043	3.957799767	0.5932183	2.8332956	1.979933	1.794518433	1
ENSG00000106443	2.003784767	0.070651636	0.87907267	2.4109378	0	1
ENSG00000106524	1.398058733	0	0.25635615	2.6109478	0.227479857	7
ENSG00000136261	3.589201367	0	0.9756594	0.768423	0.716961687	1
ENSG00000280130	5.2148311	4.177027	4.3291574	6.0847116	3.378868833	3
ENSG00000071189	0.351771359	0	0.59701526	3.5033298	0.8801215	6
ENSG00000213860	6.636660933	1.9234861	5.1130533	5.6511703	3.717901333	1
ENSG00000105866	2.046486067	0.5168701	2.1618967	2.8894856	1.1684225	7
ENSG00000164649	4.2257534	0.69191	1.5136029	5.9550986	0.480874377	7
ENSG00000196683	3.0498891	1.330572	2.6020536	0.46468782	1.787819867	5
ENSG00000122591	0.330470553	0	0	1.7607813	0.134189647	6
ENSG00000122550	0.73813193	0	0	0.106734484	0	2
ENSG00000136243	0.9476104	0	0.33703792	0.6235417	0	1
ENSG00000156928	1.516840767	0.080149196	0.71773267	1.7407984	0.452319887	1
ENSG00000164548	4.331929133	2.8864408	3.973579	5.5458326	2.638670933	3
ENSG00000169193	0.080363623	0	1.6863552	2.4921794	2.208509867	6
ENSG00000172115	3.091190667	1.0648503	2.2430208	2.0437438	0.960536133	2
ENSG00000050344	1.405925033	0	1.3785161	2.4126503	0.146598927	3
ENSG00000122566	5.298880333	4.207028	5.0938835	8.020724	2.7963214	3
ENSG00000122565	3.509035367	1.4439296	2.2819765	3.8624845	1.6717157	1
ENSG00000233830	5.787444667	3.1707726	4.01232	4.936767	3.358888633	1
ENSG00000106049	2.698824267	0	0.9829679	0.74195945	0.45917057	1
ENSG00000106052	2.2916583	0	1.622533	4.560981	1.7798858	7
ENSG00000106086	0.71329778	0	0	1.11988	0	7
ENSG00000180354	2.6645958	0	1.278024	3.9380872	2.870719267	6
ENSG00000180233	1.505794433	1.5568825	1.901737	3.1377409	1.096362133	3
ENSG00000106100	1.566709967	1.4718945	1.8215659	1.5828869	0.133803367	2
ENSG00000196295	0.802037957	0	0.8974713	3.1565297	0.566366133	6
ENSG00000106105	4.094710533	1.4443002	2.851892	4.183377	1.753042767	1
ENSG00000105778	1.440205767	0.3752919	1.2577916	3.9046402	1.078124833	6
ENSG00000170852	2.708277367	0.45257154	2.2220016	3.9093213	1.935893067	7
ENSG00000122643	1.681625867	0	1.3487656	3.162855	2.2714178	6
ENSG00000173852	0.5170219	0	0.13580321	2.491604	0.548490867	6
ENSG00000122557	3.535291567	2.812976	3.6877673	5.0532007	2.892733667	7
ENSG00000271122	1.240386367	0	0	0.07899283	0.08528634	2
ENSG00000122545	2.508863	0	1.7070918	4.5756545	1.554369267	7
ENSG00000122547	3.101583	2.8472352	3.5373216	1.7028452	2.326564933	4
ENSG00000011426	1.281267693	0	0	4.600804	0	7
ENSG00000136250	1.57684921	1.0615823	2.6901681	4.5656266	3.714887867	6
ENSG00000155849	3.543719267	1.9085349	3.0582743	4.0987425	2.3139956	7
ENSG00000086289	2.241830633	0	0	1.1995472	0	1
ENSG00000010270	2.673985233	0.50230193	1.401072	2.1849673	1.8744298	1
ENSG00000227191	5.325866333	3.455352	4.71921	3.9976358	2.611728433	2
ENSG00000006715	1.9113721	0	0.6616173	3.7799559	1.109825	7
ENSG00000188185	1.2952758	1.4391158	1.9730686	1.547164	0.04187107	2
ENSG00000065883	3.145058233	2.852378	3.5804546	4.052869	1.9252422	3
ENSG00000168303	0.9804729	0.28373358	0.56118	0	0	2
ENSG00000256646	2.2642982	0	0	2.314154	0.895793	1
ENSG00000106591	1.08772222	0	0.1639733	1.7766277	0.174346522	7
ENSG00000164543	3.177267233	0	1.4926138	4.340342	2.322800567	7
ENSG00000106603	2.463485467	0.5247697	1.661323	3.5346644	0.406732413	3
ENSG00000270617	5.750977333	4.4798017	4.3323283	1.584103	2.361744233	5
ENSG00000106608	1.8605634	0.3702794	0.73546463	0.6159616	0.079552357	2
ENSG00000078967	1.452199533	0	0.108053	0.96998006	0.220235523	1
ENSG00000214783	0.43312037	0.6777043	0.85180396	0	0	4
ENSG00000228434	3.6209782	2.8116407	3.0531664	5.3098273	1.784486633	3
ENSG00000272655	3.203672333	2.7379427	3.5319402	2.546935	1.849543733	2
ENSG00000136279	3.877628667	4.0766826	4.0349054	4.4794483	2.880541833	3
ENSG00000122678	3.7431477	4.0107265	3.8528728	2.7360315	1.842526067	4
ENSG00000106628	5.717266	3.6759255	3.527375	0.13406606	1.038382367	5
ENSG00000106636	4.8015807	3.4266324	4.16974	3.2482846	2.4232694	2
ENSG00000015676	3.167923533	2.1301112	2.0580523	1.6983399	1.121358433	2
ENSG00000136271	3.920734533	2.9370425	3.161491	2.9251301	1.146633	2
ENSG00000158604	4.561415033	4.3186135	4.625854	3.3697531	2.477132233	5
ENSG00000105953	5.422328767	4.5633926	4.73866	4.419639	3.3508599	2
ENSG00000122515	3.509073967	3.7006738	3.6462135	2.9176116	1.550999267	4
ENSG00000196262	7.634822467	4.4752097	5.385837	5.3052516	3.328535467	2
ENSG00000105968	4.883152	1.8989493	3.2690294	5.433695	1.7489284	1
ENSG00000146676	3.327365267	0.7894448	2.345855	3.352904	1.3377101	1
ENSG00000260997	4.608584567	4.565271	4.0521297	2.8386354	0.98237918	5
ENSG00000136286	6.556297533	7.5571547	7.3420734	4.285167	3.054521733	4
ENSG00000232956	3.710824367	2.8123763	3.5901797	1.5852332	0.448589967	5
ENSG00000136280	2.7732599	3.0077758	3.2800589	2.0101924	2.0694139	4
ENSG00000136270	3.7786348	3.6302345	3.3391106	0.17836244	1.255929733	5
ENSG00000214765	1.325416833	2.1365604	1.9441218	2.3163755	0.358269533	3
ENSG00000272556	0	0	0.43108577	0	0	4
ENSG00000136273	2.155292267	0	1.821327	2.2845275	0.854571533	1
ENSG00000183696	0.25904138	0.6577791	1.4269186	3.4667585	2.373034333	6
ENSG00000179869	0.259925923	0	0	6.3603673	0.390788562	6
ENSG00000185811	5.156008633	3.7704773	4.1647115	5.525202	3.3184293	3
ENSG00000132434	1.541207933	0	0.24361026	0.727617	0.0139061	1
ENSG00000154978	3.0054165	1.397004	3.170885	3.0025032	2.579841133	1
ENSG00000146729	2.5981703	0	1.6323385	2.2158687	0.917287667	1
ENSG00000146731	3.664617733	0	1.3779111	3.6433985	1.059730833	1
ENSG00000129103	5.194461	3.0227199	4.1990685	2.4877577	2.081304067	2
ENSG00000164776	1.811599967	0.9993789	1.6206006	0	0.04963115	5
ENSG00000106153	6.9254531	5.3234854	5.633235	3.811644	3.414650533	5
ENSG00000234444	2.401368233	1.3756331	1.8449409	1.370162	0	2
ENSG00000173041	1.370270713	0	1.372715	1.4405799	0	3
ENSG00000198039	0.29654495	0	0	0.63750225	0	7
ENSG00000152926	0.168900275	0	0	2.6004827	0.263983633	6
ENSG00000213462	2.896161833	2.3152888	2.7783613	3.4287968	1.6750227	3
ENSG00000196715	1.698549767	0	0	3.2082276	0.548840067	7
ENSG00000169919	3.434159833	2.1581423	2.7187293	2.7998025	1.9359066	2
ENSG00000126522	0.37623792	1.3327929	0.8825588	0.55089927	1.003854667	4
ENSG00000241258	3.500785867	1.2288123	2.9005303	4.070756	1.851222033	7
ENSG00000223473	2.379694	3.6153147	4.537795	2.1784425	2.2645492	4
ENSG00000229180	1.3576444	1.3761849	1.1112567	0.15673704	0.033508773	5
ENSG00000243335	0.99689342	1.6086023	1.9737645	2.8028278	1.292178833	6
ENSG00000154710	1.120754633	0.26776567	0.9952119	2.757402	1.161973733	6
ENSG00000272831	3.067460933	2.317942	4.7846904	1.5810643	3.273585633	4
ENSG00000106609	4.1930989	2.3100262	3.343913	3.977643	2.6648895	1
ENSG00000126524	3.455789667	2.9498386	4.3921027	5.6783366	2.5154431	3
ENSG00000198874	2.377123433	0.28455713	1.976844	3.3007116	0.513591933	3
ENSG00000106610	1.862429167	1.2718408	1.927921	1.4739178	0.343697384	2
ENSG00000225648	2.643564433	3.4147112	4.1314874	2.0732138	1.631771967	4
ENSG00000196313	4.149363333	3.6347196	3.8992217	3.0769308	1.896349267	2
ENSG00000174353	5.108095	4.6582766	4.8865337	3.8014598	1.582640733	2
ENSG00000229018	4.169603733	5.3423905	5.2199526	1.5407709	1.6474089	4
ENSG00000174384	4.651973733	3.7304754	4.959828	5.6284776	2.2380739	3
ENSG00000182487	2.246439333	2.8783352	3.7691596	5.68739	4.156929433	6
ENSG00000130305	3.2783182	2.9812772	2.8753483	1.9317014	1.770528967	5
ENSG00000009954	4.068441467	1.16329	1.5866771	4.7471333	1.545720333	1
ENSG00000106635	4.220169567	3.3644433	3.9653957	3.8527238	2.489174733	2
ENSG00000106638	2.030461233	0	0.99042404	1.7690605	0.563980733	1
ENSG00000176410	2.469888433	2.4385958	2.736095	0	0.8920085	4
ENSG00000071462	2.546278067	1.3670845	2.0924754	1.7832346	0.738521767	2
ENSG00000106077	1.9327733	1.5273886	1.2419345	0	0.72531409	5
ENSG00000106683	2.850859	2.319919	2.4623518	0.68968785	2.113407533	5
ENSG00000106682	6.576751833	4.415258	5.245019	4.6851797	3.707267867	2
ENSG00000086730	3.738066633	2.862941	3.6124363	4.281107	3.914271033	6
ENSG00000049541	4.340197667	2.6455138	3.4368265	2.629332	1.7603065	2
ENSG00000106665	3.555076367	3.784267	3.6942682	0.88496876	1.509601367	4
ENSG00000263001	3.622403367	1.4976524	2.7514973	3.1429136	1.266548767	1
ENSG00000158517	2.849080567	3.273721	4.6262603	5.777166	4.554739	6
ENSG00000277072	3.722268233	3.422151	3.4911544	2.1325667	0.807298033	5
ENSG00000274070	3.630835367	2.2966478	2.6132517	1.3640374	1.5187641	5
ENSG00000274523	3.1767441	1.9563482	2.0714796	1.73084	0.738266577	2
ENSG00000174428	0.231948133	0	0	0.50600183	0	7
ENSG00000165178	2.830667733	3.384925	4.3601856	4.7627716	4.7463603	6
ENSG00000277053	3.799637033	0.88489455	2.1295726	4.200663	2.186568767	7
ENSG00000178809	1.927451	2.4308546	2.3614054	0.45416987	0	4
ENSG00000223705	3.652725633	3.7809594	4.1032634	3.048759	0.901595133	2
ENSG00000272391	4.164583333	3.4681892	3.7230048	3.6815593	2.2942211	2
ENSG00000127957	3.166523133	2.5778632	3.4905694	1.55508	1.0176321	5
ENSG00000127946	1.195353447	0	0.27339467	4.1849523	2.835342167	6
ENSG00000005486	4.236250533	3.7259688	4.183666	0.37910995	2.589756667	5
ENSG00000127948	2.377545333	2.0184267	2.2375746	2.0634153	3.054248	6
ENSG00000189077	1.238816733	2.0818229	2.4289415	0.6598926	2.693342233	4
ENSG00000127952	3.141817933	1.1200935	2.2413607	1.3091418	2.001232167	2
ENSG00000146701	5.641719367	3.9004304	4.1087074	2.4332979	2.440840967	5
ENSG00000106211	5.0766722	4.4009976	4.8129992	0	1.8211193	5
ENSG00000170027	4.973586233	2.0555913	3.014612	4.2496066	2.494653933	1
ENSG00000091073	1.350104787	2.343703	2.3678038	0.56300837	1.9093918	4
ENSG00000205485	2.1252012	2.5175269	2.6431806	1.8931514	0.695634367	4
ENSG00000265479	4.1829999	3.2169123	3.9674132	4.28273	1.449297833	3
ENSG00000127947	0.397392767	0	0.9878214	4.748362	2.7145044	6
ENSG00000187257	1.816553167	0.60075456	1.6134858	3.239984	1.383451133	7
ENSG00000135164	2.7373037	1.4034528	2.697358	4.175529	0.531501127	3
ENSG00000135185	1.694047347	0.61322516	1.7157458	2.6813571	0.334086417	3
ENSG00000075303	1.576921533	0	0.124940716	3.7905087	1.116933	7
ENSG00000006634	1.106991967	0	0.9532551	2.6415308	0.033172819	7
ENSG00000075142	2.3170823	0	0.7238501	2.9756896	1.433960433	7
ENSG00000127954	0	0	0	4.0108666	2.762708533	6
ENSG00000127914	0.712336737	0	0.92958134	4.333809	0	7
ENSG00000240720	0.908647323	0	0	1.9001215	0	7
ENSG00000001631	1.4470887	0.41045213	1.5715497	3.213047	0.329820767	7
ENSG00000001629	2.7261509	0.68651193	2.5468445	2.8109784	1.290986767	1
ENSG00000157259	0.674995161	0.824715	1.4257598	1.4377779	0.475741033	3
ENSG00000127980	1.745463467	0	0.39624742	2.6294265	0.071178533	7
ENSG00000105810	6.816791467	3.8972268	4.954272	4.57947	0.951162383	2
ENSG00000205413	2.300858633	0	0.75541675	5.1917186	2.129232733	6
ENSG00000177409	0.705410367	0	0	4.526359	1.4066229	6
ENSG00000004766	0	0	0.5460697	1.9626222	0	6
ENSG00000127995	1.656049667	0	1.5786604	1.5872818	0	3
ENSG00000164715	2.375041033	1.0590786	2.0494277	4.197191	2.1807622	6
ENSG00000205356	3.2131027	4.3051033	4.095999	0.80592734	1.840453367	4
ENSG00000164713	2.211033033	1.9524012	2.945897	2.4215624	3.119181133	6
ENSG00000196367	4.8518956	3.5988584	4.0153184	3.8410556	1.7862304	2
ENSG00000242687	1.442643967	1.3429904	1.2758553	1.8750302	0.449143827	3
ENSG00000198742	2.2033927	0.8120552	2.2524166	3.3165329	1.399809167	7
ENSG00000241685	4.010965933	2.0421522	3.2919877	3.995359	2.828200667	1
ENSG00000130429	4.172977167	4.064309	4.4230943	3.4460995	4.145984233	4
ENSG00000106244	4.393332567	2.5383406	3.3509166	3.5277524	2.153985633	1
ENSG00000106245	4.4000589	2.875309	3.8395357	5.1451526	3.045979467	7
ENSG00000106246	1.590950933	0.99726427	1.3408433	0.27890867	0.530505747	5
ENSG00000160917	2.836327467	2.4664686	2.2347806	1.2729828	0.37569768	5
ENSG00000241468	5.0236974	3.4585104	3.6989348	4.0010257	2.482902367	2
ENSG00000198556	1.562454567	0.26103622	0.7155758	2.5560353	0.674412953	7
ENSG00000160908	3.973661133	3.0244932	3.7221117	5.1882586	3.0367221	7
ENSG00000196652	1.940309467	0	0.7725537	1.848836	0.861536967	1
ENSG00000197343	2.514178833	1.6934341	2.597813	3.9052825	1.611344933	7
ENSG00000197037	3.088897533	2.3797634	2.739335	2.2447362	0.9394381	2
ENSG00000106258	1.528015233	2.3312738	1.960666	2.8427641	0.060337367	3
ENSG00000146833	1.818843333	1.0291753	1.5350113	2.2045186	0.738518167	3
ENSG00000106261	3.550169867	2.3523962	3.3030941	3.3262644	1.705949233	3
ENSG00000166526	3.228000033	1.0034989	1.8150871	1.646536	1.0622993	2
ENSG00000168090	4.601503767	2.748952	3.5610926	2.2461886	2.0195427	2
ENSG00000166508	6.633812467	3.9631078	3.9656234	4.564687	1.492020033	2
ENSG00000221838	2.1454394	1.1978889	0.8925412	0.16428795	0.093155443	5
ENSG00000106290	3.9252912	3.4736636	3.350565	2.2616465	1.539969667	5
ENSG00000166997	3.106258967	2.5972552	2.710829	2.25508	0.950434467	2
ENSG00000188186	3.829307333	3.9212165	3.898777	2.4107492	2.817272767	4
ENSG00000146826	3.111415767	3.3471997	3.2940807	1.6061002	2.191306167	4
ENSG00000066923	3.933405167	3.2082105	3.3856375	3.854423	0.805246333	2
ENSG00000239521	3.306634067	2.7914813	3.0697594	2.9052138	0.7817739	2
ENSG00000213413	2.374596667	4.812856	4.821377	1.9756247	1.200457167	4
ENSG00000214300	3.092920467	1.158582	1.2653325	2.4115398	0	1
ENSG00000078319	4.617240567	4.2359056	4.9724836	2.1935036	1.482812733	5
ENSG00000242294	3.137261367	2.6526318	2.823917	3.7209764	0.974559267	3
ENSG00000272752	3.795971133	3.779959	3.9110177	3.316081	1.330646367	2
ENSG00000121716	2.279699467	1.9755208	2.1240764	2.323834	1.0083682	3
ENSG00000085514	2.618387833	3.446581	4.3559647	5.046514	4.588999867	6
ENSG00000078487	0.262202498	1.1549861	1.8088969	2.8672867	0.72052839	6
ENSG00000146834	4.566609867	4.3170924	4.6824746	2.8636305	2.956857333	5
ENSG00000160813	3.9665216	3.832574	3.6429079	1.7788765	1.900873033	5
ENSG00000166925	5.1211635	5.413396	5.444974	3.6012776	4.056606767	4
ENSG00000106351	0.940698529	0.85935736	0.8622098	0.6075986	0.629585467	5
ENSG00000274272	4.3289909	5.5092096	5.1614056	4.7093787	2.834698667	4
ENSG00000077454	3.51373	4.804902	4.6513066	2.1479943	2.531265167	4
ENSG00000106330	2.476892667	2.4896903	2.6968086	0.6079999	1.463041867	4
ENSG00000172354	5.469366667	5.726098	5.640741	3.9828901	4.6456599	4
ENSG00000146830	4.3122088	4.4093466	4.5353446	3.1292572	2.0982194	4
ENSG00000172336	4.039727867	1.6540275	2.4847312	1.1851559	1.628695033	2
ENSG00000196411	1.116465267	0.59414804	0.20103626	0.26026246	0.052570533	2
ENSG00000146828	2.789870167	3.8766701	3.6444724	1.7499509	2.8593708	4
ENSG00000087077	3.949378	2.9683127	2.625651	0.33208805	0.558547423	5
ENSG00000087087	5.181508433	3.7776222	4.043874	4.3108683	1.958961167	2
ENSG00000169871	3.405818567	2.9898157	3.420357	4.815002	1.8059082	3
ENSG00000106367	4.537126667	3.5955975	3.3785992	1.2542825	1.3524622	5
ENSG00000106397	2.0648738	2.1298635	2.0963306	0.34784478	1.2067693	4
ENSG00000106400	3.720485033	3.1122396	3.1557627	1.6118183	2.054571767	5
ENSG00000106404	2.677603867	1.7328732	1.064424	0.7135981	0.266421567	5
ENSG00000214253	5.884168767	6.527076	5.845683	3.9923322	3.449689833	4
ENSG00000257923	4.0853412	2.0507226	2.649562	3.8392339	1.9130246	1
ENSG00000160999	0.389140738	1.7311223	2.5172477	1.2728628	2.920369833	6
ENSG00000128563	3.4407031	3.9931068	4.434515	2.6017215	2.298092767	4
ENSG00000160991	4.870890133	4.3477464	4.725143	2.7109191	2.498035167	5
ENSG00000160993	2.513810533	2.313087	2.7350783	0.5924144	1.0644903	4
ENSG00000161036	3.129926067	3.8809874	3.7452776	1.3907042	1.5410247	4
ENSG00000005075	3.862150467	3.3080423	4.3015494	3.0093088	2.285095133	2
ENSG00000170667	2.732485767	2.634688	2.4631433	0	0.658247557	5
ENSG00000272949	2.975094633	3.2527401	3.4030356	0.14732885	1.253653267	4
ENSG00000168255	3.1558473	2.530704	2.7919827	3.7220948	1.309852833	3
ENSG00000105808	2.157013567	0.99729675	1.3582867	0.97865635	0.3763088	2
ENSG00000222011	1.0470562	0.60566217	1.6276301	2.257252	0.9359827	7
ENSG00000170632	1.896157133	0	0.19069685	1.7151575	0.68007361	1
ENSG00000170629	2.604491267	2.5796983	2.3355505	2.5215998	0.486308933	2
ENSG00000161057	3.0744025	0	2.2652981	2.9104254	1.310110333	1
ENSG00000237513	1.997064667	2.229835	3.588094	3.8687062	2.116573967	3
ENSG00000239569	3.6568677	5.6204014	5.6812544	1.6372125	2.804173567	4
ENSG00000005483	3.534710567	2.8972316	4.0519624	5.8221927	2.217752867	3
ENSG00000135250	3.522181133	1.6247782	2.908917	4.541998	2.087069367	7
ENSG00000135249	1.687448967	0.64786494	1.5330124	2.4740865	0	3
ENSG00000146776	1.194946067	0.46801418	1.0725816	3.0576055	0.8509729	7
ENSG00000008282	4.307898033	1.9237456	3.731086	3.8328044	1.5173531	3
ENSG00000105835	2.544085333	0.41736737	3.134319	7.4436955	4.786110333	6
ENSG00000253276	2.0992897	1.8431998	2.8075914	0.8785943	2.3116056	4
ENSG00000105851	3.1055878	2.1868887	2.5752697	5.268214	2.987277467	6
ENSG00000105856	3.015926367	0.8652798	3.419448	4.360714	2.500055767	7
ENSG00000164597	2.1928243	0.02605616	2.1747434	3.5643897	0.9778321	7
ENSG00000105879	2.448113633	1.2620784	2.6074114	3.6827054	1.837115367	7
ENSG00000091140	2.204123133	0	1.4862185	3.9152405	0.7932829	7
ENSG00000135241	1.178504383	0	1.0245837	3.330874	1.887479533	6
