GeneID	SH-CON-1	SH-CON-2	SH-CON-3	SH-CON-4	SH-CON-5	SH-NAC-1	SH-NAC-2	SH-NAC-3	SH-NAC-4	SH-NAC-5	SH-H-1	SH-H-2	SH-H-3	SH-H-4	SH-H-5	SH-10-1	SH-10-2	SH-10-3	SH-10-4	SH-10-5	SH-100-1	SH-100-2	SH-100-3	SH-100-4	SH-100-5	SH-103-1	SH-103-2	SH-103-3	SH-103-4	SH-103-5
C03431	22000637	21987194	22483560	22651090	22814970	4944718	5106511	1085869	5268015	4860544	4134081	4122687	3742766	3769531	4427221	32837948	37365532	37496004	36383977	33031597	815174	4037812	1021332	4162871	3143271	7627774	8410736	8220285	7300763	4472134
C10454	32189080	35758146	31174425	32357206	32039432	32127098	29847612	32651228	32644954	32246929	28936539	32576468	28933543	31299306	31483357	29599721	30344565	31308587	32979579	31019907	31962546	32477603	28054846	31698594	32073885	31427109	33608646	34103262	34220612	34175309
C11016	124882163	124063605	128165297	123389625	124176505	123984639	126610233	118698613	135084622	125755922	121879839	124323072	126490135	117522140	139696745	118537246	115780426	121360848	128249755	123158399	112300387	130939238	131509129	135234012	128654385	112435812	125018441	129057692	134240013	125728764
C07430	5451821	13976535	14841281	15037265	6046980	5616628	11308026	5845758	15902466	5225243	3394486	3943336	3132523	3554621	3751737	29709372	33975398	25569597	29390432	23320002	16545318	22202155	5217580	12152020	12188322	7683045	17909982	3596143	16519285	3850883
C07514	31734286	30367708	18512709	18987716	67042787	6313362	5138281	29712502	6105506	19431936	16827564	30196124	17945245	19563137	6055312	6062178	25843484	6083631	5803214	6069059	5803853	21328601	6300226	44636099	29988458	18249965	20943741	36830115	28685126	18157471
C01869	182818397	219817608	216413988	219894924	182746932	254836539	254801009	238750865	250089805	265682104	151307158	166735126	153559978	163817342	162261472	236415730	258111486	261837379	240920170	276541083	197251050	189555920	195346987	218236984	220705350	88152167	104855332	104491389	104290911	96760822
C11696	8348430	7604965	8119904	7860438	8173642	4876615	4739909	4448286	1108044	4486406	2747780	784261	777067	3195668	732304	1200898	4703784	4688419	1181332	956392	692635	661312	636586	2496602	561771	5030927	5304386	1314122	1375855	4437726
C02083	66353866	54188433	67299413	61167375	60231287	81654060	56714698	69323385	70784008	84775531	50821530	46825371	55091114	48468091	48450088	68153245	78461163	72804572	68655748	70110058	72379837	68418988	61080292	61881406	61079830	35815548	35391765	31400622	37581181	34513611
C14403	18037299	18085989	23228624	11812285	4438813	44330613	4002115	16854741	18841321	16537847	4789924	23299027	23334013	17552694	10507435	23322518	3966546	13745861	12416686	16765003	22486805	14910888	16721970	17525515	43232022	50785597	14119624	16519677	16037491	18749586
C07131	1610863326	1564823789	1540082519	1579303857	1516824158	1516424495	1506174548	1553598290	1498628912	1485861396	1567665610	1588036847	1678961660	1624993386	1597547192	1526027150	1556996357	1494436731	1616497700	1516201060	1609097225	1609683868	1609311500	1656684286	1588108124	1612354280	1656064156	1737166118	1632243941	1613761125
C02993	264083067	270088100	265569099	300716717	251034118	99961044	89156611	98969999	90432139	90889330	185163473	158615276	202735240	158723251	183073324	63797608	57746552	63448398	69849762	63373455	210382746	239053593	210193954	266470611	239632193	272198872	250825462	276839978	239894962	262035055
C02385	86439353	19965437	44292817	62253616	95322212	790579004	437795741	424328904	173115323	197445099	18542043	80025925	75884335	61971296	18099575	373682910	210037190	169211797	792823118	135292359	28663394	97407144	110002637	59258421	257154519	8196447	7500711	8603508	7624560	8389613
C02227	264960148	246627995	255302571	248081422	244094711	324922598	320952533	321944020	321881618	323203552	189612600	183512881	192567077	209129057	196487393	309060461	356146445	297872368	354443879	332604140	266207569	260151975	270689414	268552210	258138010	117885933	117011158	109165949	119010293	118235124
C03619	147947104	179554875	138910136	141236947	90207018	188504205	149426998	35359573	133304853	32725949	34976245	141626068	172151326	161306717	183307841	186040819	34565564	131910492	64897780	180792436	34742986	146941119	95897927	138216809	36690836	73565320	38958443	152431959	201929842	135968511
C00548	78124066	100007918	116465598	14578482	118957347	6179229	8821705	14832784	7663561	11205467	13235775	55535425	155011800	181622701	9338791	11484386	163006642	23365574	10817939	10262519	9558993	9146008	12290246	104187082	14561347	42309236	24469636	10557530	52353387	98730266
C02886	17411376	20554888	29346003	6101893	5386456	36450467	19318375	18231952	21706718	33145871	7447912	27446047	13245536	18817629	26681506	47999259	5043592	19502287	5715236	41580662	22065641	22115889	21529991	18785884	20076030	18571335	23233376	17199349	22956151	13011269
C08481	479055317	498342692	546693173	485839235	478707037	555857114	548307571	553301198	561719755	522806166	478342070	553344017	504366387	290746492	410647952	540889420	565668026	530617216	565001834	284058084	586171386	516228331	530813424	529833129	584879435	395961555	216642485	413344774	405333745	429198951
C17205	22515894	22304298	5658610	5428526	21002936	21023551	19932491	4606633	4596519	4442302	29427271	5541387	5179615	5557374	17942909	57951663	4322227	22151598	4244692	4348426	5310619	23926632	21455073	22378164	28397693	7131976	40392373	39131569	33792962	48642106
C21026	306808443	307374620	309787221	312513941	302331221	355743137	346375793	332283002	343782668	334307135	375046732	380087116	363324183	372383253	368645226	307132953	294468980	294905560	295692176	287173498	304535728	301567039	306714138	303832303	314396795	87374303	86001495	87641743	87920767	88849317
C02115	1352457314	1349651642	1367851222	1384947661	1272970798	1505312262	1500359065	1587356931	1559281788	1460694379	1068186433	977560662	973533998	1015070030	1068426545	1599624358	1573430224	1544336327	1508060515	1501819253	1233108176	1228383483	1194088278	1236287083	1220176991	658388856	671964084	712591096	680861196	694150643
C14308	904187	2869470	3067123	4418412	5317802	634621	2493942	503840	461517	414529	3703744	3679723	3467324	4160648	4198868	1568133	353553	208841	436909	1799039	761650	3737356	3728598	965202	1509660	22312342	20200360	18433809	16709142	13109602
C11071	45301727	44821429	45687089	44419205	46209330	35679024	38611918	36624440	34088930	34747101	30317745	30121891	31785583	30910279	30278465	56516397	55609777	56040343	55789550	56509321	66113123	65767320	66513796	70164128	67044160	21139002	21109304	21584505	21898548	23133644
C21030	22054294	20519253	20583141	22552062	24866352	100944493	106833652	101329664	107633931	108821573	42777128	44555625	41568224	44105401	45552738	137751830	131376944	132137499	131441181	126508662	77870717	80924776	75894527	74489625	83245261	25643926	26898139	26133888	26741268	24863813
C11171	35673448	35537393	35470040	38684162	33889816	50925369	43264160	49872936	59235571	44910037	35504849	22766252	35158758	45605047	40492481	41803906	14438162	26015994	56283231	44615433	38638210	11515361	40546650	34708717	43106217	38526448	28438274	29891860	29675889	28450693
C02752	205543012	264090954	266869952	276433460	1567650	139317646	184223953	169422115	6903314	4596235	191133691	166615959	252237555	181663994	6058551	112433550	135687261	238813660	148909518	109035807	250213550	154063427	160872033	198756933	249565346	195762428	228682461	104696074	212583311	119184057
C00919	11323150	11849214	12090040	12638491	11001813	21869161	22253906	20969015	22501907	23737825	6716365	7758208	7452449	7158582	8093719	22625385	23198679	22842224	20158946	19529508	12992369	13939438	14623220	13862056	12120023	4167299	4213628	4384833	4374698	4043725
C06685	5971880	5277158	4620063	5041430	5125286	4648546	4049662	3789892	4733296	4024385	1425518	4464557	4710394	4431283	4252401	3928032	4109222	1132994	4127211	4403089	3474895	3463663	3435527	2782779	3122329	852958	3118025	3186655	2889236	3644308
C04337	34145447	32606214	31123742	33640241	33493353	51692144	52100754	50005138	53851076	53073465	15031330	17607798	18266553	15937948	15522098	70370170	74048247	74371101	70844664	68462346	19859236	20577293	18889197	20934315	20390178	5261783	3841672	4748875	5244885	4992011
C21602	17706424	18965185	18583875	14802771	4767576	37618708	39427341	39689596	41958254	37246214	25264184	24514184	24553925	24607863	24301578	3980217	13928262	16388557	3327522	6420609	35132293	33713470	32187782	34339310	34626583	11364821	12181038	12466469	10992525	13221792
C21160	13069906	14679746	12995737	12294315	12480062	16878971	4237967	16240170	4186815	14853949	15304667	15713632	15494336	17141775	15262757	2514863	1792104	2286247	2344055	2484877	17233518	13180036	12305162	14963639	4412142	2017473	6870760	1918755	6980653	6513081
C21730	5264083	5014203	1354125	6225212	1271161	8040469	9363751	8907935	8334780	8277357	1784685	7273878	7207112	7653863	8042933	1812999	1742497	5887666	7167707	5494847	1778950	7312544	7127839	5999538	8073503	3378608	3708235	3638254	960767	4433319
C07151	130806077	135821178	135455464	135362244	131880904	141011641	137731737	138908397	140849703	135876493	136177577	139502148	133163929	145242177	140367298	134146864	145185469	137043826	142984893	143759884	130841220	138904611	129044329	124946171	132376670	74865689	76930601	76124724	78506964	74304916
C02846	127173461	71070368	253174918	115594639	77596617	90718893	112356161	76457269	538489818	92549255	77150672	92550108	97579879	91629827	75730435	80192931	77198320	96663682	56376342	445763208	72914482	112054916	94620524	73531510	73928749	115474445	104268237	108722536	119107181	92164991
C07881	8004659	7701449	7821689	7526695	6253389	7038896	6194890	7388592	7972028	6594935	7819251	6476434	6681781	6874919	7209914	6906175	6444190	6856591	7288958	7264018	7756224	7148730	7900081	7028619	7233497	7067255	7642149	9300737	8092869	8506558
C08019	1234883	4849019	1431930	1298759	5165452	1467379	4942852	4788285	4907072	4520620	4587247	1205745	4682353	4249272	4342016	4522020	1080158	1084730	4219141	4536235	1258760	4847227	4321502	1021567	1059963	4611967	1164585	1133115	1234195	4228527
C07868	25774351	25548459	25126342	25526012	24121201	21787738	22010160	21298106	21733819	22657811	24480686	25666530	24242603	24022728	25132158	21470306	21070317	21243830	20766473	19408804	24682908	21618125	23317942	23713429	23578224	24515350	21668172	23792022	22926996	22911995
C16930	4833931	5916328	5628005	4943535	5359766	4394598	4706533	4572203	4864966	5023702	2821916	4804341	3558701	4654028	4713330	2488794	3722471	3282052	2877028	3300858	4148738	4064130	4450892	3994211	3596933	6017286	6109057	5876681	6356169	6747026
C01746	7665444121	7575255443	7383172596	7695019081	7394257761	9278745743	9506795998	9442730735	9099881248	9123560145	6114231153	5993655141	6113061930	5997931370	6036028828	9263777809	9410583781	9020741379	8961755355	9154722734	7429647663	7534949250	7589887444	7587014049	7658116520	3853671057	3882714462	3789484548	3861766998	3848227653
C20674	387243469	463715981	473433036	383253933	502956294	324977702	349949218	441522669	358593326	444865422	186672053	215015664	171499393	208768275	198357038	334350671	442031987	367261464	367434842	369010673	283827714	444987861	409731903	359591301	357839856	187801562	353461499	279499755	359340479	274439835
C04092	136702514	78333472	173442291	132389280	88648687	146080725	22219372	79924111	108314195	67585333	125381782	22740992	302158886	19043230	70720088	86275760	20839924	88602401	59117734	64592876	76667936	99323455	19152763	427780249	19412087	18829807	51551406	93576839	144916164	42592575
C07246	28088220	31208180	29816225	28316803	19144860	39275470	37048583	47008954	49981878	46800069	42584728	41355064	41215061	38155485	39954409	33374923	30855762	34406051	28249468	31869060	49405142	53701295	51877567	54267600	53866140	15571607	14205126	16096304	16927560	14000715
C00261	338827097	336926643	340563677	343059999	325567467	418383670	401422199	379587786	411687572	407507913	271829194	261959297	259148054	257745109	270192008	397028042	417723078	411628853	404359336	392919303	361865229	351202031	332036404	325385430	372579659	166675975	181444957	176833896	171861053	171786644
C00587	39458210	24717311	20110086	40779183	44339550	14044027	11846249	9569357	441084595	443184856	16375844	14019574	25884997	20384059	26770121	18572981	27452412	26396649	29255050	33350160	28689798	20543987	21692356	17387436	23034722	27870229	27441384	29625178	27233101	14473131
C00805	1762852	1845930	7463524	1760415	9824711	1870509	1765899	1795966	1871741	13703148	1863735	1674298	1712673	5540029	1643201	14370112	1845464	8973344	8177697	8401117	1808555	7111053	7599914	1701920	9054478	10707251	10643648	10508446	10196326	9929767
C14214	6134815	5112605	5307380	5758031	5976803	7919787	9067855	8804927	7987182	7281556	7544347	7060917	6571925	6682620	6673877	8676057	8736358	8907654	8153402	8993110	9055290	8356208	8700264	9232793	7708216	13940168	10590962	10996844	9622677	9253498
C11045	51961856	51250467	60875616	60500717	51510871	40230778	38823081	37962483	39393604	39822689	22931110	23216034	24073728	22544318	22825713	64776475	32047479	27886592	31222790	30663555	36263362	37158243	38053959	39110167	37208729	22516617	25393412	25219429	20708582	24215570
C01047	17919139	18374441	9995921	15973970	15254091	51310708	46238740	52105097	49037501	43981888	20435568	18502244	18612036	7785234	22449328	25198250	26657373	25914651	21484887	16343750	34045859	12753292	40313148	11235479	38264816	3274244	4009324	3857148	4417372	4159852
C01494	9706195	7087845	7167983	6303329	6823748	5927698	7259531	7318750	6937251	7909650	5672161	5728837	8732274	6149153	5861438	6204118	6949997	6317962	6844272	7439966	5658172	5580817	6391431	5925763	7885564	9057189	6091533	6071192	6093069	5284142
C07480	2322466	2062557	2250073	2093566	2140401	1828151	2699708	2148630	1958267	2018150	3191713	3045649	3066283	2708683	2444515	6606247	6446703	6708187	6490893	7077503	3204640	2722764	2675494	2963066	2897976	2573554	2010421	2061864	2105956	2035331
C06593	401084110	308404365	407080245	310262179	328190252	350346187	359196971	266303473	272444875	276971970	292143947	292736343	294017926	384032082	286539521	263723702	259773212	347814551	341618376	346769674	318449190	280323600	265751727	403145299	285674269	303923224	278033279	431481808	308514389	303033816
C14604	85325260	84138694	71032274	83721353	40034166	3705915	73567609	113120711	114705094	109521774	100752987	28828157	107487886	106737768	1341788	4060441	4643251	3499039	15215836	101329652	2764435	3222520	91393335	2096966	99430097	96155126	97865693	101307138	101137628	103372558
C06333	17569825	19132406	18961280	22558549	22501745	16051208	10800222	12471102	15351981	13922390	20339804	21670735	24795742	20997192	19459836	3426088	10545785	10596772	8276286	3737824	19880838	22147157	6091868	21235892	19360410	30524539	30810646	31090906	30892522	27796287
C11348	5871111	4360849	4449751	4659963	5094493	1932337	3195751	1821732	2118352	1447256	2341658	2502043	2552592	2968348	2649422	137621	112767	877112	147389	384496	27213	51812	63591	56157	45754	22392	28690	53597	27746	39134
C00090	32381882	35239940	131993524	160277695	222998899	31578114	35218983	35756708	34744026	33023551	101909290	37609489	38888248	251500706	118937681	36746005	515001908	36290012	134301545	33017845	97332845	36573882	136053090	336087382	179200419	41638604	39101334	101940018	41573918	698789158
C03198	44537932	45954867	44484674	44153319	43282484	220123634	210209579	211384292	211053124	200540476	78842690	83844058	84407343	77096986	78872607	242004259	261270279	246180263	243224099	256827837	147914562	139921048	139520161	144938190	154120120	27058762	29152717	26403134	24245898	25280735
C06180	12278519	11245836	12371453	12223880	11591654	6294288	6175431	5478330	5740858	5285001	8387265	8864969	8744646	7735948	9020969	9804393	9121175	9601633	9813473	9780752	8625315	9017979	8326561	8054155	8718148	7373623	6403439	6502622	6798306	6243989
C00745	26633693	31754104	24185796	30824206	33386621	4043869	18475753	19494112	16993685	19443986	20135095	20681346	15315323	20688076	19517473	16916437	17792118	18251328	12963629	17492208	6127030	4560645	8129874	11658116	10192098	15612240	3901437	15964117	14495866	13077755
C07635	38086559	35682300	34004696	30722055	32805237	31597262	30035278	29251241	31216184	30489329	26261899	28479589	24701039	28220065	25819981	23673221	23508667	20907775	22569686	19697674	21100231	18975988	4717725	18917291	16744340	21881146	17270369	19815450	18239050	15998537
