KEGG	SH-CON_vs_SH-H_p	SH-CON_vs_SH-H_fc	SH-NAC_vs_SH-H_p	SH-NAC_vs_SH-H_fc	SH-10_vs_SH-H_p	SH-10_vs_SH-H_fc	SH-100_vs_SH-H_p	SH-100_vs_SH-H_fc	SH-103_vs_SH-H_p	SH-103_vs_SH-H_fc	SH-100_vs_SH-NAC_p	SH-100_vs_SH-NAC_fc	SH-100_vs_SH-CON_p	SH-100_vs_SH-CON_fc	SH-100_vs_SH-10_p	SH-100_vs_SH-10_fc
C01005	0.200809898473538	1.80513607229332	0.229028895231852	1.8984443368186	0.754211827236321	1.12017809927889	0.890117493048864	1.0751235579653	0.457732948103463	1.33037083791039	0.282728165465286	0.566318188589606	0.26686022549136	0.595591420761664	0.919007096577078	0.959779126781191
C00719	0.0718994079843689	0.974667224291102	6.31281281014954e-08	1.30506773589237	1.51256934479635e-09	2.06308206393676	5.84069052964257e-07	2.12358322795486	1.94370134340408e-09	2.09961222130758	1.67842297490291e-06	1.62718238260852	1.79218145326825e-06	2.17877771513184	0.141734655671586	1.02932562163943
C03972	0.027217003814306	2.01364975418614	0.00686662808301525	0.128047656164788	0.0352811682614396	0.419128948187209	0.0225499712202972	0.390948206777105	0.205594528051609	1.39513167098117	0.0799893124291144	3.05314613704434	0.00420199927014057	0.194149059916885	0.883512165443892	0.932763552763439
C03239	0.616553054992967	1.0731128740739	0.771265551858	0.94424537805299	0.00446702201558974	1.5355208456494	0.668986174158378	0.932683291486831	0.108142366241583	0.791717204752299	0.953891489699705	0.987755209784558	0.383174070085935	0.869138106549828	0.00532490200762755	0.607405164266839
C04281	0.852413480360245	1.07413354175953	0.844101349847198	1.09839602241482	0.386463448537306	1.65673633441592	0.339874935831535	1.63014585143432	0.266414459824285	3.10713798155739	0.464049317154116	1.48411485308409	0.407875445500143	1.51763797336036	0.975872091475805	0.983950081597641
C00327	0.00573986732920548	2.22752786948002	0.327127387634541	1.30862605216701	0.0265725018994933	1.7862338328238	0.479059297856855	1.18347821302422	0.0568090305638049	2.21285053371239	0.535386326477669	0.904366997022906	2.57142757102525e-07	0.531296703057855	1.10558598714742e-05	0.662555031304776
C02710	0.00954704087976994	2.00870502414453	0.000841765361348305	1.85374626272311	2.49753822526134e-05	2.52919041659053	0.198661299424929	1.33936770350926	0.692609267989055	1.07583746112086	0.0625206596151774	0.722519435611298	0.0662354789759706	0.66678167645828	0.00268453599085674	0.52956380615849
C12989	1.08040730129194e-06	1.30576240981964	5.3543390055409e-11	1.63589161014151	8.52454907964122e-05	1.68498521540358	1.03510020749853e-07	1.35591326675043	2.84431348143887e-09	0.589524930329643	8.49901736750151e-07	0.82885275426844	0.0448852490755476	1.03840733701142	0.00150001762421571	0.804703361403478
C03740	0.314875972433474	1.03679946148049	6.0854715060847e-05	1.90252521555928	0.000520411965023442	2.12281209937864	0.000214939709738435	1.22188253446806	2.03852038250894e-05	0.564862407395638	0.000371986501347371	0.642242491439919	0.00022101101336325	1.17851385910568	0.00147726681297479	0.575596179626881
C00334	1.00224908570647e-07	0.756170203894664	6.82525370020737e-08	0.699349030494563	0.741053564373735	1.00474041549957	0.00962983598557419	0.959334004767204	7.5330203626982e-11	1.5261155365244	1.82388117691347e-07	1.37175282003149	4.00805391442363e-07	1.26867469760927	0.0122441921385179	0.954807818982988
C05689	0.789967973285108	1.17140030755511	0.202417564441172	0.229815171050492	0.582721658109623	0.650687277567475	0.233314816401559	0.284907921451326	0.847779703922938	1.11609055239894	0.641069419577341	1.23972634247341	0.0673320657611673	0.243219947624884	0.347658321632403	0.437856911105476
C01850	5.32809092174077e-06	2.84719987416084	1.64900901626387e-07	2.79271481502003	2.56815128965757e-05	5.4743117427199	0.000237010254873548	1.35964874115596	4.95966973957381e-08	0.401713257029088	3.07087028528422e-08	0.486855562137379	2.01713722437704e-06	0.477538915864379	2.54859823430698e-05	0.248368891845466
C00637	0.000792527835549507	1.22394871926038	2.3578288698486e-08	1.44786920816845	0.00133164714597518	1.49426209521131	5.61412498972059e-07	1.34934949284058	6.61081349650752e-07	0.702529885109194	0.00267967802907181	0.931955376375124	0.0121837690078486	1.1024559048977	0.0952773135539692	0.903020626143745
C02938	0.495816971845593	1.13727401555108	0.163038997183786	0.73807116742109	0.884220797525495	0.960676246360744	0.339743993470973	1.20274082910096	0.393676278090216	1.17842495943892	0.0523720303787599	1.62957297641564	0.773846399040387	1.05756467892055	0.41613213954297	1.25197311129239
C00643	0.000107129892514863	1.55076177932404	0.000463916353024548	1.55336743363506	0.00131976503190553	1.64741868798844	0.781224422477649	1.01435316569427	1.10516529264161e-10	0.525393300475704	7.74402134879965e-05	0.65300272410151	3.12953902190746e-05	0.654099926383544	0.000392683864144233	0.615722750439858
C08313	1.68877471887834e-05	1.3109496215126	1.22407274275933e-06	1.63896607186319	0.000129082744820093	1.71387901535054	1.10316229401638e-05	1.35760230353174	2.19744805616526e-05	0.597843459406287	2.7734095344026e-07	0.828328497360785	0.136565045908272	1.03558693732664	0.00454138298018031	0.792122601054236
C00463	0.000812453551662732	1.20628798419206	2.91861552271118e-05	1.43526996715097	8.55527992771734e-06	1.43988231962591	0.00021171582238572	1.22334174174435	2.23798716981289e-05	0.654701983970399	0.00287187604761098	0.852342604348297	0.631419500531329	1.01413738491619	0.0010885106840477	0.849612308637963
C00940	0.502972804580131	0.748544209285453	0.112383757143041	0.335476512294598	0.231638849181845	0.492308350156377	0.769359035259956	0.86545392872936	0.637815097756484	0.798101961254653	0.164460443837636	2.5797750274969	0.737161376017375	1.15618278518981	0.34602077958963	1.75795094366053
C03277	1.67340502700275e-05	1.18399393944496	6.3957357908956e-08	0.637624886758303	9.87087057870536e-09	0.564260890110767	0.00296881033251701	1.07088489306076	0.0024266846003719	0.296072172687719	2.63488533603452e-08	1.67949042658162	0.000415181341084147	0.904468221824495	4.90371428386382e-10	1.897854187361
C00051	0.0253771948444151	0.0135876835092203	1.43745255772032e-07	58.5385852828304	0.231435198865746	1.6174355308329	0.332359278635874	0.664446022909262	0.0256497326343109	0.0169005251302551	4.30077149437401e-07	0.0113505650964911	0.0105368179784602	48.900610796416	0.0643740672410226	0.410802168150162
C00079	0.178340397265878	0.0084328994213292	0.178352768631247	0.00846863407023875	0.17887882929064	0.00999125682120135	0.699508810318947	0.646849562829838	0.658501362765553	0.663016317114055	0.374589600643336	76.381805786491	0.374565419094502	76.7054758407021	0.375614685813407	64.7415609873254
C00423	0.65540908337499	1.12115881611796	0.0826427392051429	1.51722729321692	0.891640546308498	1.01887850977064	0.106847905430417	0.629524886766851	0.115637190376093	0.555028116973373	0.0127706282354024	0.414917982019749	0.119657888176508	0.561494837053144	0.0710918268261937	0.617860599404105
C01877	0.205683301439301	1.55786859963235	0.558398308933433	1.26192630442756	0.361065249165753	2.51038372537047	0.0951112245781838	2.33115702107929	0.0352659216390679	2.83501990437611	0.17495915556358	1.84730044290245	0.302513907283128	1.49637589564963	0.913655311435263	0.928605853169029
C00134	0.348595973856071	1.05868342223467	5.91292271311148e-07	3.06261128402227	1.38728521226411e-07	4.9465908627017	4.98812700163713e-05	1.50212742320649	2.38047952181578e-05	0.00737258614491556	2.76324547945027e-06	0.490472764546756	8.83859166537346e-05	1.41886364862105	2.48197112424725e-07	0.303669226928153
C05580	0.76848702691882	1.0731061205183	0.601033243945538	0.85335879034145	0.142922287772429	0.59803241709902	0.478237618936358	1.16206142487826	0.658447922903721	0.87417432758734	0.259280671289739	1.36175010796255	0.697143096973689	1.08289516074793	0.0404892694138403	1.94314119377553
C02989	0.190669408650603	1.40821379540219	0.0227813168581822	2.27576331083103	1.60955635897295e-05	2.78885995104126	0.256533530718902	1.34781281846278	0.0115952978931963	0.452218138956528	0.0751521459664319	0.592246483651505	0.865004029570973	0.957108091728248	0.00271843586700508	0.483284511278366
C04137	4.34119999329073e-05	7.14996130298167	0.0823743029012085	2.02751984831851	3.52178275109394e-08	13.2055911103584	0.925104876132586	0.957565139312774	0.50626076080007	0.700761403795344	0.0554833767680753	0.472283977938324	1.15647733166428e-05	0.133925919139374	1.20175429937468e-09	0.0725120997091652
C02647	0.877353210474117	1.05387005826694	0.537686443323203	0.749467754273605	0.348875676619316	0.671789207806116	0.358046189830227	0.705099558668167	0.8613353585804	0.943062427717162	0.895660983777119	0.940800394209834	0.222401142032993	0.669057397671668	0.897009685153331	1.04958452811535
C02637	0.687061064403306	0.783295289376065	0.261628208305511	0.459878834601429	0.724200799921994	0.821745854183742	0.810776813537306	1.10449600824398	0.888832101132391	1.07287619292461	0.00415990933935622	2.40171089674355	0.379754884911767	1.4100633863428	0.354931128103276	1.34408467365022
C17235	0.00363461095245285	1.52778135810425	0.0554522833924783	1.79108646858819	0.0319465086169949	1.32464617732246	0.00357537682893422	1.41181085505604	0.578972497217812	1.06660940613495	0.27634246223087	0.788242711793187	0.34640594736839	0.92409221225731	0.457382422041327	1.06580223400468
C05572	0.405506032070827	1.28429951054217	0.564440439963855	1.12583961570576	0.993053870779579	0.998075790555127	0.872941296542191	0.95425292703026	0.388756997895857	0.774259955888074	0.424614285158	0.847592244684035	0.332296975674047	0.743014319632822	0.837830789054955	0.956092649536672
C00245	0.000252984654709175	0.656101647205093	0.0308121025046148	1.14935260350644	6.39121992780612e-05	1.43347107587453	0.000655241160303437	1.62482156467186	2.38437639023811e-07	2.08111693961989	0.00278255485170708	1.41368415551056	0.000108115253512984	2.47647841091908	0.0871899934566211	1.13348751294518
C00315	0.590954770366993	1.21225325999467	0.467377010187664	0.681610140330213	0.325238433547325	0.605817113870634	0.293783360888218	0.609772533840246	0.12055480995348	1.80474653032617	0.842771164026755	0.894606018544317	0.0830444091195818	0.503007543030181	0.989693290920661	1.00652906608125
C01672	0.829195136825536	1.06277441957587	3.06750110537866e-07	5.86050934071579	4.6501702839896e-08	11.5387637170331	0.436875183202358	0.758036089898758	0.702406042936932	1.08890189890551	1.61824049186934e-07	0.129346451959784	0.303847688547326	0.713261512448964	4.69443261447241e-08	0.0656947406575087
C02794	0.797147167402458	0.897180956899103	0.989337654254482	1.00481732866106	0.244068698278771	1.46884626935052	0.421899311860957	1.28780570556353	0.455902003735725	1.31401758508401	0.407483910292055	1.28163166461267	0.316131881094514	1.43539126155167	0.618341779387123	0.876746418216364
C00349	0.481260174868223	0.490375707403924	0.606466053442349	0.637494686152129	0.901474608791414	0.914036746309003	0.836834445590376	1.1968917769244	0.568487918272238	1.44438262731731	0.451748743341069	1.87749294688047	0.355965629391381	2.44076482348772	0.696519149763124	1.309456957565
C00328	0.118280770826342	0.775391657225463	0.697030532997603	0.937881854038489	0.0768041163635408	0.732205789673869	0.961800328784747	1.00755049329515	0.0964824571429454	0.755413344724646	0.646288410464266	1.07428295894272	0.0858243228808301	1.29940847816239	0.0541511437145467	1.37604824696063
C00547	0.952474074886269	1.02735874601099	0.61868323093486	1.26424650432436	0.37554564434216	1.56180544514388	0.677864716598532	0.798445452755817	0.58105387837638	1.38172949424165	0.301788965755078	0.631558363044495	0.511978387379183	0.777182708431699	0.192520709841802	0.511232340262626
C05607	8.3331636300139e-05	1.29942467853472	2.81519007833975e-07	1.50538241283642	2.58227660716513e-07	1.50956361117019	0.000371584628700434	1.19467898404972	1.21136925036878e-05	0.668126307123182	1.84359171530859e-05	0.793604982935016	0.024403654927061	0.919390714817644	2.64074364401959e-06	0.791406851098926
C10164	0.126676163531509	0.697915563861329	0.190777242550698	0.745641720322658	0.577198929118292	0.899546796017847	0.363121984527352	0.811353970715252	0.832105286052551	1.05268959565826	0.657751364591454	1.08812845177729	0.436483128885058	1.16253886963963	0.548284020090495	0.901958602161654
C03564	3.85030620714585e-05	1.53409044061504	0.00232879214560196	1.48100989770615	0.144017982149101	1.09435736957577	0.737704356354632	0.975192867247878	0.00198532216308599	0.715487881707448	0.00174802316901166	0.658464787276777	4.42709585592126e-05	0.635681470550661	0.0894880099273555	0.891110065467844
C00158	6.72466124794794e-07	0.0354721033834584	1.0172798976771e-05	2.28617393647055	7.70952497532279e-07	2.28474169203751	2.03248951307264e-05	1.60529273441737	1.78180128773213e-07	0.0319384448523964	4.81668874180145e-05	0.702174366004567	2.94278747020038e-06	45.2550759977195	5.4546275268402e-06	0.702614540633599
C00232	0.41924693197076	1.46891733170528	0.977141403651421	1.01035971059568	0.465004360017014	0.702843101643859	0.343978711503489	1.48331242972338	0.742479358406231	1.1533298669199	0.304579117907777	1.46810330436559	0.981281417399008	1.00979980132809	0.128567280023124	2.11044602451686
C01089	7.58601509085704e-05	5.87719188706681	0.458213706758614	2.04035857007918	6.81864917359463e-07	8.61051641255502	0.221023652166449	2.05995370762715	6.32523181704153e-06	5.6513823029241	0.989443422723368	1.00960377153081	0.00518288124595933	0.350499651399886	0.000131632575582035	0.23923695269003
C00026	2.07560622838432e-09	0.567596663609678	2.75032369111914e-10	2.6301800893044	7.83207690878795e-07	3.07232261474132	6.25144387849077e-06	1.83259988571701	9.7106230143482e-11	0.306377709433497	8.79746873938906e-07	0.696758329655547	9.12392123066379e-07	3.22870094771601	9.99728442648688e-08	0.596486800222088
C00109	0.421271756634672	1.16839441007406	0.295891158466795	0.712727160855314	0.382260279077501	0.758713514953726	0.384947130555042	0.800575912153349	0.242893182805279	1.24080071597059	0.716964423718009	1.12325719591297	0.0575724319326902	0.685193206378491	0.86495493374087	1.05517549954567
C00022	0.448511795816987	1.49313102472521	0.796888450785584	1.17328008838473	0.813589581086613	0.854131869769067	0.50846783489525	1.46286364042984	0.706107216170655	1.27950752054425	0.672725915252598	1.24681536396291	0.962777985532769	0.979728916086958	0.347590523342655	1.71269061863405
C00124	0.142018735114555	3.10214520308716	0.203682982007835	7.07509949340597	0.118939715432858	2.50937143041712	0.111079873321884	2.05566639776984	0.0734557545995615	13.4527302296559	0.279469163972652	0.290549468553161	0.441377872471825	0.662659631703927	0.637661722617106	0.819195744740005
