	CK0d	ABA1d	ABA2d	ABA3d
TRINITY_DN1000_c0_g1_i3	-0.757738657221825	1.35075151939543	0.164725795048223	-0.757738657221825
TRINITY_DN10012_c0_g1_i2	-1.0690449676497	-0.267261241912425	1.33630620956212	0
TRINITY_DN10023_c0_g1_i1	1.43901681776949	-0.708324340352859	-0.64867597484946	-0.0820165025671731
TRINITY_DN10028_c0_g1_i9	0.848874687627165	-0.606339062590833	0.848874687627165	-1.0914103126635
TRINITY_DN10034_c0_g3_i3	1.29480045184814	-0.579155757664267	0.24715564180577	-0.962800335989641
TRINITY_DN10040_c0_g1_i5	0.549395265504878	-0.988911477908781	1.12076634162995	-0.681250129226049
TRINITY_DN10056_c0_g2_i3	1.32604802377008	0.213878713511303	-0.698670464136924	-0.84125627314446
TRINITY_DN10067_c0_g1_i11	0.208845727601263	0.75706576255458	0.496008603053001	-1.46192009320885
TRINITY_DN1006_c0_g1_i9	1.49569447916681	-0.391490501258427	-0.552101988954192	-0.552101988954192
TRINITY_DN10078_c0_g1_i1	1.42045182528328	-0.86702903621187	-0.0799388473103143	-0.473483941761092
TRINITY_DN10079_c0_g1_i2	-0.402693633128415	1.00673408282104	0.604040449692621	-1.20808089938524
TRINITY_DN10086_c0_g1_i4	1.31356669031243	-0.221387644434679	0.0147591762956449	-1.10693822217339
TRINITY_DN10092_c0_g1_i4	0.0286299167156938	-0.658488084460948	1.40286591906898	-0.773007751323722
TRINITY_DN10095_c0_g1_i10	-1.29259122664821	1.12024572976178	-0.086172748443212	0.258518245329642
TRINITY_DN10099_c0_g1_i1	1.30459549149519	-1.11942709915394	0.0252502353192618	-0.210418627660515
TRINITY_DN1009_c0_g1_i1	1.48085668835585	-0.611718370330172	-0.268491773402836	-0.600646544622838
TRINITY_DN10100_c0_g1_i4	-0.489274892493374	0.437772272230914	-1.1073063356429	1.15880895590536
TRINITY_DN10110_c0_g1_i11	-0.0149998946292098	-1.02408371513967	1.35953590412017	-0.320452294351294
TRINITY_DN10113_c0_g1_i8	1.43360563791772	-0.648318473198461	-0.721368442009555	-0.0639187227097073
TRINITY_DN10116_c0_g1_i13	-1.20096115353815	0.24019223070763	1.20096115353815	-0.24019223070763
TRINITY_DN10118_c0_g1_i8	-0.795482195111396	1.46266081036611	-0.282267875684689	-0.38491073957003
TRINITY_DN10124_c0_g2_i3	-1.05021006302101	1.05021006302101	-0.630126037812604	0.630126037812604
TRINITY_DN1012_c0_g1_i4	1.36647040923334	-0.503436466559655	-0.9349534378965	0.0719194952228061
TRINITY_DN10134_c0_g1_i4	-0.532497770170257	0.159749331051076	1.33124442542564	-0.958495986306461
TRINITY_DN10143_c0_g1_i4	-0.46259287955107	1.3192463602012	0.154197626517023	-1.01085110716715
TRINITY_DN10153_c0_g1_i3	-0.9177137797594	1.42004132236454	-0.338105076753464	-0.164222465851682
TRINITY_DN10162_c0_g1_i1	-0.299375019665579	-1.05208935482475	1.34291080249988	0.00855357199044585
TRINITY_DN10166_c0_g1_i1	-0.929884921623323	1.37149319151785	0.0592061560584138	-0.500814425952936
TRINITY_DN10177_c0_g1_i3	0.768029479281721	-1.33394593769983	-0.202113020863611	0.768029479281721
TRINITY_DN10181_c0_g1_i5	0.196994310028838	-0.928687461564524	1.3226760816222	-0.590982930086516
TRINITY_DN10183_c0_g1_i3	1.49417473527526	-0.560315525728221	-0.560315525728221	-0.373543683818814
TRINITY_DN10184_c0_g1_i13	-0.707106781186547	0	1.4142135623731	-0.707106781186547
TRINITY_DN10186_c0_g1_i5	0.0917985092043154	-0.64258956443021	1.37697763806474	-0.826186582838841
TRINITY_DN101_c0_g2_i1	1.08202166241916	-1.00187190964737	0.601123145788423	-0.681272898560212
TRINITY_DN10204_c0_g1_i2	0.176105140358605	-0.341851154813762	1.27417248612403	-1.10842647166887
TRINITY_DN10208_c0_g1_i2	-0.843815925694518	-0.731307135601915	1.29385108606493	0.281271975231506
TRINITY_DN10214_c1_g1_i5	0.800260303417735	-0.618757966560105	0.899261578067352	-1.08076391492498
TRINITY_DN10226_c0_g1_i4	0.328487572455258	-0.40148481077865	1.20445443233595	-1.13145719401256
TRINITY_DN10227_c0_g1_i2	1.37200741862353	-0.981383162354619	0.002411260841166	-0.393035517110081
TRINITY_DN10233_c0_g1_i1	-0.367276580155794	-0.954919108405065	1.39565100459202	-0.0734553160311598
TRINITY_DN10238_c0_g1_i2	1.28949063932962	-0.883990438282568	0.283850140732935	-0.689350341779984
TRINITY_DN10241_c0_g1_i1	1.35134561867434	-0.935546966774542	0.117809618038276	-0.533608269938072
TRINITY_DN10248_c0_g1_i8	0.495239760819992	-0.573849246664434	1.13983754474442	-1.06122805889998
TRINITY_DN10255_c0_g1_i2	1.40045213274051	-0.919239505631434	-0.0431857485867119	-0.438026878522361
TRINITY_DN10256_c2_g1_i6	1.08491762975131	-0.154988232821614	0.361639209917103	-1.29156860684679
TRINITY_DN10292_c0_g1_i4	1.3831579622034	-0.910860121451024	-0.506033400806124	0.0337355600537409
TRINITY_DN10299_c0_g1_i9	-0.523611673179687	0.047601061198154	1.38043077474644	-0.904420162764912
TRINITY_DN10303_c0_g2_i13	-1.22427635864176	1.22427635864177	0.0338732589347532	-0.0338732589347518
TRINITY_DN10308_c1_g1_i4	-0.368925936312026	-0.625570065920392	1.49174400334863	-0.497248001116209
TRINITY_DN10318_c0_g1_i5	0.0281718084909505	1.38041861605658	-0.478920744346159	-0.929669680201368
TRINITY_DN10321_c0_g1_i7	-0.0929292999527113	0.340740766493274	1.06868694945618	-1.31649841599674
TRINITY_DN10328_c0_g1_i4	-0.345322360074822	1.35298432881775	0.0169830668889263	-1.02464503563185
TRINITY_DN1032_c0_g2_i2	1.15558958154703	-0.889380463284886	0.514267614824594	-0.780476733086737
TRINITY_DN10330_c0_g2_i1	1.36105410124523	-0.841717403145897	0.130324114806058	-0.649660812905389
TRINITY_DN10332_c0_g2_i1	-0.391648528931968	0.937895161389711	-1.22647828797116	0.680231655513416
TRINITY_DN1033_c0_g1_i10	0.481825929774897	0.766182216199427	0.213267214818397	-1.46127536079272
TRINITY_DN10342_c1_g1_i7	1.44073479628714	-0.842693937450967	-0.166122460787825	-0.431918398048345
TRINITY_DN1035_c0_g1_i8	1.48826251175252	-0.322697696723038	-0.553884106315661	-0.611680708713818
TRINITY_DN10369_c0_g1_i10	1.3770653874284	-1.01783093853403	-0.139702285681142	-0.219532163213223
TRINITY_DN10370_c0_g1_i3	1.10877903868568	-1.32142159405005	0.0759437697729914	0.136698785591384
TRINITY_DN10374_c0_g1_i9	-0.855527738208045	-0.855527738208045	1.04564501336539	0.665410463050702
TRINITY_DN10376_c1_g1_i6	-0.174042499405616	1.07906349631482	-1.28791449560156	0.382893498692355
TRINITY_DN10391_c0_g1_i6	1.02469507659596	-1.31746509848052	0.439155032826841	-0.146385010942279
TRINITY_DN10396_c0_g1_i2	0.280702287698313	0.405458860008674	0.779728576939757	-1.46588972464674
TRINITY_DN10399_c0_g1_i5	1.49241492569788	-0.548494374401786	-0.586761423778655	-0.357159127517442
TRINITY_DN10414_c0_g1_i6	1.49485370354693	-0.605059832388044	-0.486420649566859	-0.403373221592029
TRINITY_DN10417_c0_g1_i11	1.35840863771016	-0.509403239141308	0.0926187707529651	-0.941624169321812
TRINITY_DN10418_c0_g1_i5	-0.897642513356173	0.580827508642229	1.1088525164988	-0.792037511784858
TRINITY_DN10430_c0_g2_i1	1.49998066106912	-0.503584171669525	-0.49281231773007	-0.503584171669525
TRINITY_DN10434_c0_g1_i6	0.845875420189543	0.662983437445859	-0.160030484900724	-1.34882837273468
TRINITY_DN10442_c0_g1_i5	1.2004212743679	-0.0631800670719942	-1.24254131908256	0.105300111786658
TRINITY_DN10443_c0_g1_i5	1.35491905568502	-0.399828943979505	0.0460161188723215	-1.00110623057784
TRINITY_DN10445_c0_g1_i3	-0.992539739826641	-0.698453890989117	1.06606120203602	0.624932428779737
TRINITY_DN10446_c0_g1_i5	0.0540141191483799	0.252786077614419	-1.35467410824137	1.04787391147857
TRINITY_DN10466_c0_g1_i1	1.1963852114359	-0.409500978410946	0.345265530817072	-1.13214976384203
TRINITY_DN10468_c0_g1_i1	1.45963717141865	-0.621697313752388	-0.162181907935406	-0.675757949730857
TRINITY_DN10468_c1_g1_i2	1.31464352090386	-0.893957594214622	0.227871543623335	-0.648557470312569
TRINITY_DN10469_c0_g1_i5	0.0624934906004094	-0.462451830443029	1.36235809508892	-0.962399755246304
TRINITY_DN10471_c0_g1_i7	1.17364231427598	-1.24070758937746	0.234728462855195	-0.167663187753711
TRINITY_DN10472_c0_g1_i8	-0.900963064670272	1.3993681642751	-0.0191694269078784	-0.479235672696953
TRINITY_DN10480_c0_g1_i1	1.35534369137099	0.104257207028537	-0.938314863256836	-0.521286035142687
TRINITY_DN10485_c0_g1_i5	1.09544511501033	-0.182574185835055	-1.27801930084539	0.365148371670111
TRINITY_DN1048_c0_g2_i12	-0.40686926298414	1.49512199048389	-0.602950835506617	-0.485301891993131
TRINITY_DN10492_c0_g2_i3	0.544585103517933	0.326751062110759	0.617196450653658	-1.48853261628235
TRINITY_DN10493_c0_g1_i6	0	-1.22474487139159	1.22474487139159	0
TRINITY_DN10494_c0_g1_i4	1.08525960550693	-0.376984915597143	0.491222768808398	-1.19949745871818
