	CK0d	ABA1d	ABA2d	ABA3d
TRINITY_DN10000_c0_g1_i2	0.672986876965779	-1.36416258844415	-0.12732184158812	0.818497553066487
TRINITY_DN10002_c0_g1_i2	0.117249538059442	-0.664414049003511	-0.820746766416101	1.36791127736017
TRINITY_DN10008_c0_g1_i2	1.45295994608594	-0.24588552933762	-0.380004908976322	-0.827069507771995
TRINITY_DN10011_c1_g1_i2	1.47891127022123	-0.727718244077111	-0.399071295139061	-0.352121731005054
TRINITY_DN10017_c0_g1_i6	-0.805970255997725	-0.917138567169824	0.972722722755875	0.750386100411676
TRINITY_DN1001_c0_g1_i9	1.33383943941165	-0.848082986849798	0.195098903078124	-0.680855355639978
TRINITY_DN10029_c0_g1_i2	-0.940875072280773	0.784062560233975	0.940875072280767	-0.784062560233975
TRINITY_DN10031_c0_g1_i3	1.25830573921179	-1.12585250350529	-0.331133089266261	0.198679853559756
TRINITY_DN10047_c0_g1_i5	0.213640759581993	0.213640759581993	-1.40053386837084	0.973252349206856
TRINITY_DN10053_c0_g1_i2	0.236756861905189	-1.04173019238283	-0.473513723810378	1.27848705428802
TRINITY_DN10053_c0_g2_i1	0.429669235965668	-1.05540113300305	-0.554815615373144	1.18054751241053
TRINITY_DN10061_c0_g1_i6	0.973086519638244	-1.39616761513313	0.126924328648467	0.296156766846422
TRINITY_DN10069_c0_g1_i2	-0.299929019282101	1.31507339223691	-1.0843587620199	0.0692143890651005
TRINITY_DN10075_c0_g1_i5	1.09696551146029	0.173205080756888	-1.32790561913614	0.0577350269189624
TRINITY_DN10082_c0_g1_i3	0.680293147388655	-1.04126502151325	1.0134979542729	-0.652526080148302
TRINITY_DN10093_c0_g1_i5	-1.10824460954685	0.63751139428656	-0.556649246879885	1.02738246214018
TRINITY_DN100_c0_g1_i12	-0.761346122050402	1.1927755912123	-0.888237142392135	0.456807673230241
TRINITY_DN10102_c0_g1_i5	0.398673296511058	-1.49502486191646	0.498341620638822	0.598009944766586
TRINITY_DN1010_c0_g1_i4	-0.273249483061795	0.638742422189035	-1.28966794234898	0.924175003221737
TRINITY_DN10111_c1_g1_i3	0.707106781186547	0.707106781186547	-1.4142135623731	0
TRINITY_DN10117_c0_g1_i2	0.514443402768481	-1.30123919523793	-0.211829636434082	0.998625428903523
TRINITY_DN10123_c0_g1_i1	0.996006518807606	-1.26519746983669	-0.296110046131991	0.565300997161073
TRINITY_DN10135_c0_g1_i2	-1.05021006302101	-0.630126037812605	0.630126037812604	1.05021006302101
TRINITY_DN1013_c0_g1_i14	1.03859773683758	-1.36657596952313	0.163989116342775	0.163989116342775
TRINITY_DN10151_c0_g1_i2	1.01904933073014	-1.01904933073014	0.679366220486757	-0.679366220486758
TRINITY_DN10155_c0_g1_i4	1.02396539911567	-0.198679853559756	-1.29906058096764	0.473775035411727
TRINITY_DN10156_c0_g1_i3	0.915551906839612	-1.20467356163107	0.72280413697864	-0.433682482187183
TRINITY_DN1015_c0_g1_i8	0.85688407892856	-0.835104658336253	-0.896359278752115	0.874579858159809
TRINITY_DN10160_c0_g1_i6	-0.651086049211824	0.951587302694202	0.75125313370595	-1.05175438718833
TRINITY_DN1017_c0_g1_i16	1.08609928205733	-0.724066188038215	-0.965421584050953	0.603388490031848
TRINITY_DN10192_c0_g1_i3	0.74612400506071	-1.24354000843452	0.870478005904162	-0.373062002530355
TRINITY_DN10202_c0_g1_i1	-0.267261241912424	1.33630620956212	-1.0690449676497	0
