c_number	entry	name
C00864	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA
C00882	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA
C01134	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA
C04352	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA
C00010	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA
C03492	M00120	Coenzyme_A_biosynthesis_pantothenate_CoA
C00430	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C00931	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C02987	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C01024	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C00025	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C03741	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C00032	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C03263	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C01079	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C01051	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C02191	M00121	Heme_biosynthesis_plants_and_bacteria_glutamate_heme
C06506	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
C06509	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
C06504	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
C04778	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
C06507	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
C05775	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
C00194	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
C06508	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
C06510	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
C03114	M00122	Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
C01037	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
C01092	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
C00120	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
C01909	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
C19845	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
C01063	M00123	Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
C03393	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
C00279	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
C06055	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
C00627	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
C00018	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
C06054	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
C11638	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
C07335	M00124	Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
C00255	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C04732	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C00044	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C04332	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C00016	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C01304	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C00061	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C00199	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C04454	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C01268	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C15556	M00125	Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
C04895	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C05923	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C00044	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C06148	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C05925	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C04807	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C05922	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C01300	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C04874	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C00101	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C00415	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C00921	M00126	Tetrahydrofolate_biosynthesis_GTP_THF
C11437	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C00068	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C15814	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C01081	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C20247	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C04752	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C15813	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C03373	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C00082	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C15810	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C20246	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C04556	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C15809	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
C05848	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
C21860	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
C00390	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
C17559	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
C19858	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
C17552	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
C00156	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
C05847	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
C17554	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
C19859	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
C00072	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
C00800	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
C00029	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
C00167	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
C00191	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
C00103	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
C03033	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
C01040	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
C04637	M00130	Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
C01272	M00130	Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
C01277	M00130	Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
C01245	M00130	Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
C01194	M00130	Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
C00137	M00131	Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol
C01272	M00131	Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol
C01243	M00131	Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol
C04006	M00131	Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol
C04063	M00131	Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol
C01204	M00132	Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate
C01284	M00132	Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate
C01243	M00132	Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate
C04477	M00132	Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate
C00062	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
C00315	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
C01137	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
C00019	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
C00179	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
C00134	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
C00077	M00134	Polyamine_biosynthesis_arginine_ornithine_putrescine
C00062	M00134	Polyamine_biosynthesis_arginine_ornithine_putrescine
C00134	M00134	Polyamine_biosynthesis_arginine_ornithine_putrescine
C00334	M00135	GABA_biosynthesis_eukaryotes_putrescine_GABA
C02946	M00135	GABA_biosynthesis_eukaryotes_putrescine_GABA
C02714	M00135	GABA_biosynthesis_eukaryotes_putrescine_GABA
C05936	M00135	GABA_biosynthesis_eukaryotes_putrescine_GABA
C00134	M00135	GABA_biosynthesis_eukaryotes_putrescine_GABA
C15767	M00136	GABA_biosynthesis_prokaryotes_putrescine_GABA
C00334	M00136	GABA_biosynthesis_prokaryotes_putrescine_GABA
C15699	M00136	GABA_biosynthesis_prokaryotes_putrescine_GABA
C15700	M00136	GABA_biosynthesis_prokaryotes_putrescine_GABA
C00134	M00136	GABA_biosynthesis_prokaryotes_putrescine_GABA
C00079	M00137	Flavanone_biosynthesis_phenylalanine_naringenin
C00423	M00137	Flavanone_biosynthesis_phenylalanine_naringenin
C00223	M00137	Flavanone_biosynthesis_phenylalanine_naringenin
C00811	M00137	Flavanone_biosynthesis_phenylalanine_naringenin
C06561	M00137	Flavanone_biosynthesis_phenylalanine_naringenin
C00509	M00137	Flavanone_biosynthesis_phenylalanine_naringenin
C00974	M00138	Flavonoid_biosynthesis_naringenin_pelargonidin
C05904	M00138	Flavonoid_biosynthesis_naringenin_pelargonidin
C03648	M00138	Flavonoid_biosynthesis_naringenin_pelargonidin
C00509	M00138	Flavonoid_biosynthesis_naringenin_pelargonidin
C00143	M00140	C1_unit_interconversion_prokaryotes
C00101	M00140	C1_unit_interconversion_prokaryotes
C00445	M00140	C1_unit_interconversion_prokaryotes
C00234	M00140	C1_unit_interconversion_prokaryotes
C00143	M00141	C1_unit_interconversion_eukaryotes
C00101	M00141	C1_unit_interconversion_eukaryotes
C00445	M00141	C1_unit_interconversion_eukaryotes
C00234	M00141	C1_unit_interconversion_eukaryotes
C00399	M00142	NADH_ubiquinone_oxidoreductase_mitochondria
C00390	M00142	NADH_ubiquinone_oxidoreductase_mitochondria
C00080	M00142	NADH_ubiquinone_oxidoreductase_mitochondria
C00004	M00142	NADH_ubiquinone_oxidoreductase_mitochondria
C00003	M00142	NADH_ubiquinone_oxidoreductase_mitochondria
C00399	M00143	NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
C00390	M00143	NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
C00080	M00143	NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
C00004	M00143	NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
C00003	M00143	NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
C00399	M00144	NADH_quinone_oxidoreductase_prokaryotes
C00390	M00144	NADH_quinone_oxidoreductase_prokaryotes
C00080	M00144	NADH_quinone_oxidoreductase_prokaryotes
C00004	M00144	NADH_quinone_oxidoreductase_prokaryotes
C00003	M00144	NADH_quinone_oxidoreductase_prokaryotes
C00399	M00145	NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
C00390	M00145	NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
C00080	M00145	NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
C00004	M00145	NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
C00003	M00145	NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
C00399	M00146	NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
C00390	M00146	NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
C00080	M00146	NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
C00004	M00146	NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
C00003	M00146	NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
C00399	M00147	NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
C00390	M00147	NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
C00080	M00147	NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
C00004	M00147	NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
C00003	M00147	NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
C00122	M00148	Succinate_dehydrogenase_ubiquinone
C00399	M00148	Succinate_dehydrogenase_ubiquinone
C00390	M00148	Succinate_dehydrogenase_ubiquinone
C00042	M00148	Succinate_dehydrogenase_ubiquinone
C15602	M00149	Succinate_dehydrogenase_prokaryotes
C00042	M00149	Succinate_dehydrogenase_prokaryotes
C00122	M00149	Succinate_dehydrogenase_prokaryotes
C15603	M00149	Succinate_dehydrogenase_prokaryotes
C15602	M00150	Fumarate_reductase_prokaryotes
C00042	M00150	Fumarate_reductase_prokaryotes
C00122	M00150	Fumarate_reductase_prokaryotes
C15603	M00150	Fumarate_reductase_prokaryotes
C15602	M00151	Cytochrome_bc1_complex_respiratory_unit
C00125	M00151	Cytochrome_bc1_complex_respiratory_unit
C00126	M00151	Cytochrome_bc1_complex_respiratory_unit
C00080	M00151	Cytochrome_bc1_complex_respiratory_unit
C15603	M00151	Cytochrome_bc1_complex_respiratory_unit
C00399	M00152	Cytochrome_bc1_complex
C00390	M00152	Cytochrome_bc1_complex
C00125	M00152	Cytochrome_bc1_complex
C00126	M00152	Cytochrome_bc1_complex
C00080	M00152	Cytochrome_bc1_complex
C00125	M00154	Cytochrome_c_oxidase
C00126	M00154	Cytochrome_c_oxidase
C00080	M00154	Cytochrome_c_oxidase
C00007	M00154	Cytochrome_c_oxidase
C00001	M00154	Cytochrome_c_oxidase
C00125	M00155	Cytochrome_c_oxidase_prokaryotes
C00126	M00155	Cytochrome_c_oxidase_prokaryotes
C00080	M00155	Cytochrome_c_oxidase_prokaryotes
C00007	M00155	Cytochrome_c_oxidase_prokaryotes
C00001	M00155	Cytochrome_c_oxidase_prokaryotes
C00125	M00156	Cytochrome_c_oxidase_cbb3_type
C00126	M00156	Cytochrome_c_oxidase_cbb3_type
C00080	M00156	Cytochrome_c_oxidase_cbb3_type
C00007	M00156	Cytochrome_c_oxidase_cbb3_type
C00001	M00156	Cytochrome_c_oxidase_cbb3_type
C00002	M00157	F_type_ATPase_prokaryotes_and_chloroplasts
C00001	M00157	F_type_ATPase_prokaryotes_and_chloroplasts
C00008	M00157	F_type_ATPase_prokaryotes_and_chloroplasts
C00009	M00157	F_type_ATPase_prokaryotes_and_chloroplasts
C00002	M00158	F_type_ATPase_eukaryotes
C00001	M00158	F_type_ATPase_eukaryotes
C00008	M00158	F_type_ATPase_eukaryotes
C00009	M00158	F_type_ATPase_eukaryotes
C00002	M00159	V_A_type_ATPase_prokaryotes
C00001	M00159	V_A_type_ATPase_prokaryotes
C00008	M00159	V_A_type_ATPase_prokaryotes
C00009	M00159	V_A_type_ATPase_prokaryotes
C00002	M00160	V_type_ATPase_eukaryotes
C00001	M00160	V_type_ATPase_eukaryotes
C00008	M00160	V_type_ATPase_eukaryotes
C00009	M00160	V_type_ATPase_eukaryotes
C02061	M00161	Photosystem_II
C00007	M00161	Photosystem_II
C16693	M00161	Photosystem_II
C00001	M00161	Photosystem_II
C03162	M00162	Cytochrome_b6f_complex
C02061	M00162	Cytochrome_b6f_complex
C03025	M00162	Cytochrome_b6f_complex
C16693	M00162	Cytochrome_b6f_complex
C03162	M00163	Photosystem_I
C00138	M00163	Photosystem_I
C03025	M00163	Photosystem_I
C00139	M00163	Photosystem_I
C00447	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00236	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C05382	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00279	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00011	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00197	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C01182	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00231	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00118	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00354	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00085	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00199	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00111	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00117	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle
C00036	M00168	CAM_Crassulacean_acid_metabolism_dark
C00074	M00168	CAM_Crassulacean_acid_metabolism_dark
C00149	M00168	CAM_Crassulacean_acid_metabolism_dark
C00011	M00168	CAM_Crassulacean_acid_metabolism_dark
C00011	M00169	CAM_Crassulacean_acid_metabolism_light
C00074	M00169	CAM_Crassulacean_acid_metabolism_light
C00149	M00169	CAM_Crassulacean_acid_metabolism_light
C00022	M00169	CAM_Crassulacean_acid_metabolism_light
C00036	M00170	C4_dicarboxylic_acid_cycle_phosphoenolpyruvate_carboxykinase_type
C00074	M00170	C4_dicarboxylic_acid_cycle_phosphoenolpyruvate_carboxykinase_type
C00049	M00170	C4_dicarboxylic_acid_cycle_phosphoenolpyruvate_carboxykinase_type
C00011	M00170	C4_dicarboxylic_acid_cycle_phosphoenolpyruvate_carboxykinase_type
C00036	M00171	C4_dicarboxylic_acid_cycle_NAD_malic_enzyme_type
C00074	M00171	C4_dicarboxylic_acid_cycle_NAD_malic_enzyme_type
C00022	M00171	C4_dicarboxylic_acid_cycle_NAD_malic_enzyme_type
C00011	M00171	C4_dicarboxylic_acid_cycle_NAD_malic_enzyme_type
C00049	M00171	C4_dicarboxylic_acid_cycle_NAD_malic_enzyme_type
C00041	M00171	C4_dicarboxylic_acid_cycle_NAD_malic_enzyme_type
C00149	M00171	C4_dicarboxylic_acid_cycle_NAD_malic_enzyme_type
C00036	M00172	C4_dicarboxylic_acid_cycle_NADP_malic_enzyme_type
C00074	M00172	C4_dicarboxylic_acid_cycle_NADP_malic_enzyme_type
C00022	M00172	C4_dicarboxylic_acid_cycle_NADP_malic_enzyme_type
C00011	M00172	C4_dicarboxylic_acid_cycle_NADP_malic_enzyme_type
C00149	M00172	C4_dicarboxylic_acid_cycle_NADP_malic_enzyme_type
C00036	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00074	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00022	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00042	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00026	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00122	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00158	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00091	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00417	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00149	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00566	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00024	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00311	M00173	Reductive_citrate_cycle_Arnon_Buchanan_cycle
C00132	M00174	Methane_oxidation_methanotroph_methane_formaldehyde
C00067	M00174	Methane_oxidation_methanotroph_methane_formaldehyde
C01438	M00174	Methane_oxidation_methanotroph_methane_formaldehyde
C00697	M00175	Nitrogen_fixation_nitrogen_ammonia
C00014	M00175	Nitrogen_fixation_nitrogen_ammonia
C00053	M00176	Assimilatory_sulfate_reduction_sulfate_H2S
C00094	M00176	Assimilatory_sulfate_reduction_sulfate_H2S
C00059	M00176	Assimilatory_sulfate_reduction_sulfate_H2S
C00283	M00176	Assimilatory_sulfate_reduction_sulfate_H2S
C00224	M00176	Assimilatory_sulfate_reduction_sulfate_H2S
C00022	M00307	Pyruvate_oxidation_pyruvate_acetyl_CoA
C00068	M00307	Pyruvate_oxidation_pyruvate_acetyl_CoA
C15972	M00307	Pyruvate_oxidation_pyruvate_acetyl_CoA
C05125	M00307	Pyruvate_oxidation_pyruvate_acetyl_CoA
C15973	M00307	Pyruvate_oxidation_pyruvate_acetyl_CoA
C16255	M00307	Pyruvate_oxidation_pyruvate_acetyl_CoA
C00024	M00307	Pyruvate_oxidation_pyruvate_acetyl_CoA
C00236	M00308	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_glycerate_3P
C00022	M00308	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_glycerate_3P
C00257	M00308	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_glycerate_3P
C00197	M00308	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_glycerate_3P
C00118	M00308	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_glycerate_3P
C00204	M00308	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_glycerate_3P
C04442	M00308	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_glycerate_3P
C00577	M00309	Non_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate
C00022	M00309	Non_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate
C00257	M00309	Non_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate
C00880	M00309	Non_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate
C00258	M00309	Non_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate
C00204	M00309	Non_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate
C01216	M00309	Non_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate
C00155	M00338	Cysteine_biosynthesis_homocysteine_serine_cysteine
C00065	M00338	Cysteine_biosynthesis_homocysteine_serine_cysteine
C02291	M00338	Cysteine_biosynthesis_homocysteine_serine_cysteine
C00097	M00338	Cysteine_biosynthesis_homocysteine_serine_cysteine
C00184	M00344	Formaldehyde_assimilation_xylulose_monophosphate_pathway
C00354	M00344	Formaldehyde_assimilation_xylulose_monophosphate_pathway
C00085	M00344	Formaldehyde_assimilation_xylulose_monophosphate_pathway
C00111	M00344	Formaldehyde_assimilation_xylulose_monophosphate_pathway
C00067	M00344	Formaldehyde_assimilation_xylulose_monophosphate_pathway
C00354	M00345	Formaldehyde_assimilation_ribulose_monophosphate_pathway
C00118	M00345	Formaldehyde_assimilation_ribulose_monophosphate_pathway
C00085	M00345	Formaldehyde_assimilation_ribulose_monophosphate_pathway
C00199	M00345	Formaldehyde_assimilation_ribulose_monophosphate_pathway
C06019	M00345	Formaldehyde_assimilation_ribulose_monophosphate_pathway
C00067	M00345	Formaldehyde_assimilation_ribulose_monophosphate_pathway
C00036	M00346	Formaldehyde_assimilation_serine_pathway
C00074	M00346	Formaldehyde_assimilation_serine_pathway
C04348	M00346	Formaldehyde_assimilation_serine_pathway
C00037	M00346	Formaldehyde_assimilation_serine_pathway
C00631	M00346	Formaldehyde_assimilation_serine_pathway
C00048	M00346	Formaldehyde_assimilation_serine_pathway
C00065	M00346	Formaldehyde_assimilation_serine_pathway
C00258	M00346	Formaldehyde_assimilation_serine_pathway
C00168	M00346	Formaldehyde_assimilation_serine_pathway
C00149	M00346	Formaldehyde_assimilation_serine_pathway
C00132	M00356	Methanogenesis_methanol_methane
C01438	M00356	Methanogenesis_methanol_methane
C03920	M00356	Methanogenesis_methanol_methane
C04832	M00356	Methanogenesis_methanol_methane
C04628	M00356	Methanogenesis_methanol_methane
C04488	M00357	Methanogenesis_acetate_methane
C01438	M00357	Methanogenesis_acetate_methane
C03920	M00357	Methanogenesis_acetate_methane
C00033	M00357	Methanogenesis_acetate_methane
C04832	M00357	Methanogenesis_acetate_methane
C00227	M00357	Methanogenesis_acetate_methane
C03576	M00357	Methanogenesis_acetate_methane
C04628	M00357	Methanogenesis_acetate_methane
C00024	M00357	Methanogenesis_acetate_methane
C00074	M00358	Coenzyme_M_biosynthesis
C00593	M00358	Coenzyme_M_biosynthesis
C05528	M00358	Coenzyme_M_biosynthesis
C11537	M00358	Coenzyme_M_biosynthesis
C11536	M00358	Coenzyme_M_biosynthesis
C03576	M00358	Coenzyme_M_biosynthesis
C00448	M00364	C10_C20_isoprenoid_biosynthesis_bacteria
C00129	M00364	C10_C20_isoprenoid_biosynthesis_bacteria
C00235	M00364	C10_C20_isoprenoid_biosynthesis_bacteria
C00353	M00364	C10_C20_isoprenoid_biosynthesis_bacteria
C00341	M00364	C10_C20_isoprenoid_biosynthesis_bacteria
C00448	M00365	C10_C20_isoprenoid_biosynthesis_archaea
C00129	M00365	C10_C20_isoprenoid_biosynthesis_archaea
C00235	M00365	C10_C20_isoprenoid_biosynthesis_archaea
C00353	M00365	C10_C20_isoprenoid_biosynthesis_archaea
C00341	M00365	C10_C20_isoprenoid_biosynthesis_archaea
C00448	M00366	C10_C20_isoprenoid_biosynthesis_plants
C00129	M00366	C10_C20_isoprenoid_biosynthesis_plants
C00235	M00366	C10_C20_isoprenoid_biosynthesis_plants
C00353	M00366	C10_C20_isoprenoid_biosynthesis_plants
C00341	M00366	C10_C20_isoprenoid_biosynthesis_plants
C00448	M00367	C10_C20_isoprenoid_biosynthesis_non_plant_eukaryotes
C00129	M00367	C10_C20_isoprenoid_biosynthesis_non_plant_eukaryotes
C00235	M00367	C10_C20_isoprenoid_biosynthesis_non_plant_eukaryotes
C00353	M00367	C10_C20_isoprenoid_biosynthesis_non_plant_eukaryotes
C00341	M00367	C10_C20_isoprenoid_biosynthesis_non_plant_eukaryotes
C00073	M00368	Ethylene_biosynthesis_methionine_ethylene
