c_number	entry	name
C02051	M00621	Glycine_cleavage_system
C00011	M00621	Glycine_cleavage_system
C00037	M00621	Glycine_cleavage_system
C00014	M00621	Glycine_cleavage_system
C00143	M00621	Glycine_cleavage_system
C00101	M00621	Glycine_cleavage_system
C01059	M00622	Nicotinate_degradation_nicotinate_fumarate
C00253	M00622	Nicotinate_degradation_nicotinate_fumarate
C01020	M00622	Nicotinate_degradation_nicotinate_fumarate
C00122	M00622	Nicotinate_degradation_nicotinate_fumarate
C01384	M00622	Nicotinate_degradation_nicotinate_fumarate
C01596	M00622	Nicotinate_degradation_nicotinate_fumarate
C18232	M00622	Nicotinate_degradation_nicotinate_fumarate
C01606	M00623	Phthalate_degradation_phthalate_protocatechuate
C03233	M00623	Phthalate_degradation_phthalate_protocatechuate
C04783	M00623	Phthalate_degradation_phthalate_protocatechuate
C00230	M00623	Phthalate_degradation_phthalate_protocatechuate
C00230	M00624	Terephthalate_degradation_terephthalate_3_4_dihydroxybenzoate
C06318	M00624	Terephthalate_degradation_terephthalate_3_4_dihydroxybenzoate
C06337	M00624	Terephthalate_degradation_terephthalate_3_4_dihydroxybenzoate
C20680	M00630	D_Galacturonate_degradation_fungi_D_galacturonate_glycerol
C15930	M00630	D_Galacturonate_degradation_fungi_D_galacturonate_glycerol
C00333	M00630	D_Galacturonate_degradation_fungi_D_galacturonate_glycerol
C00116	M00630	D_Galacturonate_degradation_fungi_D_galacturonate_glycerol
C02426	M00630	D_Galacturonate_degradation_fungi_D_galacturonate_glycerol
C00022	M00631	D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
C00333	M00631	D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
C00558	M00631	D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
C00118	M00631	D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
C00817	M00631	D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
C00204	M00631	D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
C04442	M00631	D_Galacturonate_degradation_bacteria_D_galacturonate_pyruvate_D_glyceraldehyde_3P
C00029	M00632	Galactose_degradation_Leloir_pathway_galactose_alpha_D_glucose_1P
C00446	M00632	Galactose_degradation_Leloir_pathway_galactose_alpha_D_glucose_1P
C00124	M00632	Galactose_degradation_Leloir_pathway_galactose_alpha_D_glucose_1P
C00052	M00632	Galactose_degradation_Leloir_pathway_galactose_alpha_D_glucose_1P
C00103	M00632	Galactose_degradation_Leloir_pathway_galactose_alpha_D_glucose_1P
C00984	M00632	Galactose_degradation_Leloir_pathway_galactose_alpha_D_glucose_1P
C00022	M00633	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
C00257	M00633	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
C00197	M00633	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
C00118	M00633	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
C00880	M00633	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
C00204	M00633	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
C01286	M00633	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
C04442	M00633	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
C01216	M00633	Semi_phosphorylative_Entner_Doudoroff_pathway_gluconate_galactonate_glycerate_3P
C18314	M00636	Phthalate_degradation_phthalate_protocatechuate
C01606	M00636	Phthalate_degradation_phthalate_protocatechuate
C03223	M00636	Phthalate_degradation_phthalate_protocatechuate
C00230	M00636	Phthalate_degradation_phthalate_protocatechuate
C00108	M00637	Anthranilate_degradation_anthranilate_catechol
C00090	M00637	Anthranilate_degradation_anthranilate_catechol
C00805	M00638	Salicylate_degradation_salicylate_gentisate
C00628	M00638	Salicylate_degradation_salicylate_gentisate
C20530	M00661	Paspaline_biosynthesis_geranylgeranyl_PP_indoleglycerol_phosphate_paspaline
C20529	M00661	Paspaline_biosynthesis_geranylgeranyl_PP_indoleglycerol_phosphate_paspaline
C00353	M00661	Paspaline_biosynthesis_geranylgeranyl_PP_indoleglycerol_phosphate_paspaline
C20527	M00661	Paspaline_biosynthesis_geranylgeranyl_PP_indoleglycerol_phosphate_paspaline
C20525	M00661	Paspaline_biosynthesis_geranylgeranyl_PP_indoleglycerol_phosphate_paspaline
C20526	M00661	Paspaline_biosynthesis_geranylgeranyl_PP_indoleglycerol_phosphate_paspaline
C03506	M00661	Paspaline_biosynthesis_geranylgeranyl_PP_indoleglycerol_phosphate_paspaline
C00097	M00672	Penicillin_biosynthesis_aminoadipate_cycteine_valine_penicillin
C05557	M00672	Penicillin_biosynthesis_aminoadipate_cycteine_valine_penicillin
C05556	M00672	Penicillin_biosynthesis_aminoadipate_cycteine_valine_penicillin
C00183	M00672	Penicillin_biosynthesis_aminoadipate_cycteine_valine_penicillin
C00956	M00672	Penicillin_biosynthesis_aminoadipate_cycteine_valine_penicillin
C00395	M00672	Penicillin_biosynthesis_aminoadipate_cycteine_valine_penicillin
C03112	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C00097	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C05557	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C05556	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C06564	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C06566	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C06565	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C00183	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C00956	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C06568	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C06569	M00673	Cephamycin_C_biosynthesis_aminoadipate_cycteine_valine_cephamycin_C
C06655	M00674	Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
C06657	M00674	Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
C00062	M00674	Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
C06660	M00674	Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
C00118	M00674	Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
C06658	M00674	Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
C06659	M00674	Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
C06656	M00674	Clavaminate_biosynthesis_arginine_glyceraldehyde_3P_clavaminate
C17367	M00675	Carbapenem_3_carboxylate_biosynthesis_pyrroline_5_carboxylate_malonyl_CoA_carbapenem_3_carboxylate
C00083	M00675	Carbapenem_3_carboxylate_biosynthesis_pyrroline_5_carboxylate_malonyl_CoA_carbapenem_3_carboxylate
C03912	M00675	Carbapenem_3_carboxylate_biosynthesis_pyrroline_5_carboxylate_malonyl_CoA_carbapenem_3_carboxylate
C06669	M00675	Carbapenem_3_carboxylate_biosynthesis_pyrroline_5_carboxylate_malonyl_CoA_carbapenem_3_carboxylate
C17366	M00675	Carbapenem_3_carboxylate_biosynthesis_pyrroline_5_carboxylate_malonyl_CoA_carbapenem_3_carboxylate
C00062	M00736	Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
C17351	M00736	Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
C01739	M00736	Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
C00927	M00736	Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
C00065	M00736	Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
C12323	M00736	Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
C17352	M00736	Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
C01941	M00736	Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
C17355	M00736	Nocardicin_A_biosynthesis_L_pHPG_arginine_serine_nocardicin_A
C00036	M00740	Methylaspartate_cycle
C00025	M00740	Methylaspartate_cycle
C00026	M00740	Methylaspartate_cycle
C06027	M00740	Methylaspartate_cycle
C04348	M00740	Methylaspartate_cycle
C00048	M00740	Methylaspartate_cycle
C06028	M00740	Methylaspartate_cycle
C01732	M00740	Methylaspartate_cycle
C00158	M00740	Methylaspartate_cycle
C05379	M00740	Methylaspartate_cycle
C00417	M00740	Methylaspartate_cycle
C03618	M00740	Methylaspartate_cycle
C00149	M00740	Methylaspartate_cycle
C00024	M00740	Methylaspartate_cycle
C00311	M00740	Methylaspartate_cycle
C00100	M00741	Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
C00091	M00741	Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
C01213	M00741	Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
C00683	M00741	Propanoyl_CoA_metabolism_propanoyl_CoA_succinyl_CoA
C16157	M00761	Undecaprenylphosphate_alpha_L_Ara4N_biosynthesis_UDP_GlcA_undecaprenyl_phosphate_alpha_L_Ara4N
C16156	M00761	Undecaprenylphosphate_alpha_L_Ara4N_biosynthesis_UDP_GlcA_undecaprenyl_phosphate_alpha_L_Ara4N
C16153	M00761	Undecaprenylphosphate_alpha_L_Ara4N_biosynthesis_UDP_GlcA_undecaprenyl_phosphate_alpha_L_Ara4N
C00167	M00761	Undecaprenylphosphate_alpha_L_Ara4N_biosynthesis_UDP_GlcA_undecaprenyl_phosphate_alpha_L_Ara4N
C16154	M00761	Undecaprenylphosphate_alpha_L_Ara4N_biosynthesis_UDP_GlcA_undecaprenyl_phosphate_alpha_L_Ara4N
C16155	M00761	Undecaprenylphosphate_alpha_L_Ara4N_biosynthesis_UDP_GlcA_undecaprenyl_phosphate_alpha_L_Ara4N
C20949	M00763	Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
C00077	M00763	Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
C20948	M00763	Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
C20951	M00763	Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
C00025	M00763	Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
C20950	M00763	Ornithine_biosynthesis_mediated_by_LysW_glutamate_ornithine
C12003	M00773	Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
C02557	M00773	Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
C00083	M00773	Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
C12001	M00773	Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
C12002	M00773	Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
C02400	M00773	Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
C12000	M00773	Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
C20760	M00773	Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
C00744	M00773	Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
C01457	M00773	Tylosin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_tylactone_tylosin
C00100	M00774	Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
C06630	M00774	Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
C06633	M00774	Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
C06635	M00774	Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
C06616	M00774	Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
C03240	M00774	Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
C01912	M00774	Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
C06653	M00774	Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
C00683	M00774	Erythromycin_biosynthesis_propanoyl_CoA_methylmalonyl_CoA_deoxyerythronolide_B_erythromycin_A_B
C11992	M00775	Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
C02557	M00775	Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
C00083	M00775	Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
C11990	M00775	Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
C11991	M00775	Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
C11989	M00775	Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
C01946	M00775	Oleandomycin_biosynthesis_malonyl_CoA_methylmalonyl_CoA_8_8a_deoxyoleandolide_oleandomycin
C00083	M00776	Pikromycin_methymycin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_narbonolide_10_deoxymethynolide_pikromycin_methymycin
C11994	M00776	Pikromycin_methymycin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_narbonolide_10_deoxymethynolide_pikromycin_methymycin
C11993	M00776	Pikromycin_methymycin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_narbonolide_10_deoxymethynolide_pikromycin_methymycin
C11998	M00776	Pikromycin_methymycin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_narbonolide_10_deoxymethynolide_pikromycin_methymycin
C00683	M00776	Pikromycin_methymycin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_narbonolide_10_deoxymethynolide_pikromycin_methymycin
C11996	M00776	Pikromycin_methymycin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_narbonolide_10_deoxymethynolide_pikromycin_methymycin
C11997	M00776	Pikromycin_methymycin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_narbonolide_10_deoxymethynolide_pikromycin_methymycin
C11999	M00776	Pikromycin_methymycin_biosynthesis_methylmalonyl_CoA_malonyl_CoA_narbonolide_10_deoxymethynolide_pikromycin_methymycin
C11963	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11978	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11965	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11964	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11968	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11962	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11983	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11982	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11984	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11961	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11977	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C00630	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11979	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11967	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11966	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11980	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C01033	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C11981	M00777	Avermectin_biosynthesis_2_methylbutanoyl_CoA_isobutyryl_CoA_6_8a_Seco_6_8a_deoxy_5_oxoavermectin_1a_1b_aglycone_avermectin_A1a_B1a_A1b_B1b
C18294	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C12354	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18629	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18331	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C21430	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C12442	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18709	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C00083	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18329	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18293	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18330	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18336	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18327	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18332	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18328	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C12441	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18337	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18353	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C12348	M00778	Type_II_polyketide_backbone_biosynthesis_acyl_CoA_malonyl_CoA_polyketide
C18356	M00779	Dihydrokalafungin_biosynthesis_octaketide_dihydrokalafungin
C18353	M00779	Dihydrokalafungin_biosynthesis_octaketide_dihydrokalafungin
C18354	M00779	Dihydrokalafungin_biosynthesis_octaketide_dihydrokalafungin
C12435	M00779	Dihydrokalafungin_biosynthesis_octaketide_dihydrokalafungin
C12436	M00779	Dihydrokalafungin_biosynthesis_octaketide_dihydrokalafungin
C12434	M00779	Dihydrokalafungin_biosynthesis_octaketide_dihydrokalafungin
C06629	M00780	Tetracycline_oxytetracycline_biosynthesis_pretetramide_tetracycline_oxytetracycline
C03206	M00780	Tetracycline_oxytetracycline_biosynthesis_pretetramide_tetracycline_oxytetracycline
C18295	M00780	Tetracycline_oxytetracycline_biosynthesis_pretetramide_tetracycline_oxytetracycline
C06624	M00780	Tetracycline_oxytetracycline_biosynthesis_pretetramide_tetracycline_oxytetracycline
C06627	M00780	Tetracycline_oxytetracycline_biosynthesis_pretetramide_tetracycline_oxytetracycline
C18296	M00780	Tetracycline_oxytetracycline_biosynthesis_pretetramide_tetracycline_oxytetracycline
C06628	M00780	Tetracycline_oxytetracycline_biosynthesis_pretetramide_tetracycline_oxytetracycline
C02811	M00780	Tetracycline_oxytetracycline_biosynthesis_pretetramide_tetracycline_oxytetracycline
C06654	M00780	Tetracycline_oxytetracycline_biosynthesis_pretetramide_tetracycline_oxytetracycline
C06570	M00780	Tetracycline_oxytetracycline_biosynthesis_pretetramide_tetracycline_oxytetracycline
C18630	M00781	Nogalavinone_aklavinone_biosynthesis_deoxynogalonate_deoxyaklanonate_nogalavinone_aklavinone
C12424	M00781	Nogalavinone_aklavinone_biosynthesis_deoxynogalonate_deoxyaklanonate_nogalavinone_aklavinone
C12421	M00781	Nogalavinone_aklavinone_biosynthesis_deoxynogalonate_deoxyaklanonate_nogalavinone_aklavinone
C18629	M00781	Nogalavinone_aklavinone_biosynthesis_deoxynogalonate_deoxyaklanonate_nogalavinone_aklavinone
C12415	M00781	Nogalavinone_aklavinone_biosynthesis_deoxynogalonate_deoxyaklanonate_nogalavinone_aklavinone
C12416	M00781	Nogalavinone_aklavinone_biosynthesis_deoxynogalonate_deoxyaklanonate_nogalavinone_aklavinone
C18631	M00781	Nogalavinone_aklavinone_biosynthesis_deoxynogalonate_deoxyaklanonate_nogalavinone_aklavinone
C12422	M00781	Nogalavinone_aklavinone_biosynthesis_deoxynogalonate_deoxyaklanonate_nogalavinone_aklavinone
C12423	M00781	Nogalavinone_aklavinone_biosynthesis_deoxynogalonate_deoxyaklanonate_nogalavinone_aklavinone
C12420	M00781	Nogalavinone_aklavinone_biosynthesis_deoxynogalonate_deoxyaklanonate_nogalavinone_aklavinone
C18710	M00782	Mithramycin_biosynthesis_4_demethylpremithramycinone_mithramycin
C12388	M00782	Mithramycin_biosynthesis_4_demethylpremithramycinone_mithramycin
C12382	M00782	Mithramycin_biosynthesis_4_demethylpremithramycinone_mithramycin
C12383	M00782	Mithramycin_biosynthesis_4_demethylpremithramycinone_mithramycin
C18711	M00782	Mithramycin_biosynthesis_4_demethylpremithramycinone_mithramycin
C12385	M00782	Mithramycin_biosynthesis_4_demethylpremithramycinone_mithramycin
C12387	M00782	Mithramycin_biosynthesis_4_demethylpremithramycinone_mithramycin
C12389	M00782	Mithramycin_biosynthesis_4_demethylpremithramycinone_mithramycin
C12384	M00782	Mithramycin_biosynthesis_4_demethylpremithramycinone_mithramycin
C12386	M00782	Mithramycin_biosynthesis_4_demethylpremithramycinone_mithramycin
C12378	M00783	Tetracenomycin_C_8_demethyltetracenomycin_C_biosynthesis_tetracenomycin_F2_tetracenomycin_C_8_demethyltetracenomycin_C
C12371	M00783	Tetracenomycin_C_8_demethyltetracenomycin_C_biosynthesis_tetracenomycin_F2_tetracenomycin_C_8_demethyltetracenomycin_C
C12379	M00783	Tetracenomycin_C_8_demethyltetracenomycin_C_biosynthesis_tetracenomycin_F2_tetracenomycin_C_8_demethyltetracenomycin_C
C12369	M00783	Tetracenomycin_C_8_demethyltetracenomycin_C_biosynthesis_tetracenomycin_F2_tetracenomycin_C_8_demethyltetracenomycin_C
C06801	M00783	Tetracenomycin_C_8_demethyltetracenomycin_C_biosynthesis_tetracenomycin_F2_tetracenomycin_C_8_demethyltetracenomycin_C
C12370	M00783	Tetracenomycin_C_8_demethyltetracenomycin_C_biosynthesis_tetracenomycin_F2_tetracenomycin_C_8_demethyltetracenomycin_C
C12368	M00783	Tetracenomycin_C_8_demethyltetracenomycin_C_biosynthesis_tetracenomycin_F2_tetracenomycin_C_8_demethyltetracenomycin_C
C12366	M00783	Tetracenomycin_C_8_demethyltetracenomycin_C_biosynthesis_tetracenomycin_F2_tetracenomycin_C_8_demethyltetracenomycin_C
C12367	M00783	Tetracenomycin_C_8_demethyltetracenomycin_C_biosynthesis_tetracenomycin_F2_tetracenomycin_C_8_demethyltetracenomycin_C
C12379	M00784	Elloramycin_biosynthesis_8_demethyltetracenomycin_C_elloramycin_A
C20977	M00784	Elloramycin_biosynthesis_8_demethyltetracenomycin_C_elloramycin_A
C12381	M00784	Elloramycin_biosynthesis_8_demethyltetracenomycin_C_elloramycin_A
C20975	M00784	Elloramycin_biosynthesis_8_demethyltetracenomycin_C_elloramycin_A
C20974	M00784	Elloramycin_biosynthesis_8_demethyltetracenomycin_C_elloramycin_A
C20976	M00784	Elloramycin_biosynthesis_8_demethyltetracenomycin_C_elloramycin_A
C00077	M00785	Cycloserine_biosynthesis_arginine_serine_cycloserine
C20651	M00785	Cycloserine_biosynthesis_arginine_serine_cycloserine
C00062	M00785	Cycloserine_biosynthesis_arginine_serine_cycloserine
C07044	M00785	Cycloserine_biosynthesis_arginine_serine_cycloserine
C00065	M00785	Cycloserine_biosynthesis_arginine_serine_cycloserine
C20639	M00785	Cycloserine_biosynthesis_arginine_serine_cycloserine
C05933	M00785	Cycloserine_biosynthesis_arginine_serine_cycloserine
C08057	M00785	Cycloserine_biosynthesis_arginine_serine_cycloserine
C00979	M00785	Cycloserine_biosynthesis_arginine_serine_cycloserine
C20045	M00786	Fumitremorgin_alkaloid_biosynthesis_tryptophan_proline_fumitremorgin_C_A
C20512	M00786	Fumitremorgin_alkaloid_biosynthesis_tryptophan_proline_fumitremorgin_C_A
C20563	M00786	Fumitremorgin_alkaloid_biosynthesis_tryptophan_proline_fumitremorgin_C_A
C20604	M00786	Fumitremorgin_alkaloid_biosynthesis_tryptophan_proline_fumitremorgin_C_A
C20607	M00786	Fumitremorgin_alkaloid_biosynthesis_tryptophan_proline_fumitremorgin_C_A
C20564	M00786	Fumitremorgin_alkaloid_biosynthesis_tryptophan_proline_fumitremorgin_C_A
C20513	M00786	Fumitremorgin_alkaloid_biosynthesis_tryptophan_proline_fumitremorgin_C_A
