c_number	entry	name	definition
C03561	M00373	Ethylmalonyl_pathway	K00626;K00023;K17865;K14446;K14447;K14448;K14449;K08691;K14451;K01965;K01966;K05606;K01847
C00024	M00373	Ethylmalonyl_pathway	K00626;K00023;K17865;K14446;K14447;K14448;K14449;K08691;K14451;K01965;K01966;K05606;K01847
C00683	M00373	Ethylmalonyl_pathway	K00626;K00023;K17865;K14446;K14447;K14448;K14449;K08691;K14451;K01965;K01966;K05606;K01847
C00332	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00036	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C11062	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00074	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00022	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00042	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00989	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C01144	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00122	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00091	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00232	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00149	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00877	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00024	M00374	Dicarboxylate_hydroxybutyrate_cycle	K00169;K00170;K00171;K00172;K01007;K01595;K00024;K01677;K01678;K00239;K00240;K00241;K18860;K01902;K01903;K15038;K15017;K14465;K14467;K18861;K25774;K14534;K15016;K00626
C00332	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C00100	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C11062	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C00083	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C00894	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C00989	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C01013	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C01144	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C01213	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C05668	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C00091	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C00222	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C00232	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C00877	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C00024	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C00683	M00375	Hydroxypropionate_hydroxybutylate_cycle	K01964;K15037;K15036;K15017;K15039;K15018;K15019;K15020;K05606;K01848;K01849;K15038;K15017;K14465;K14466;K18861;K25774;K14534;K15016;K00626
C04348	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00122	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00042	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00100	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C18323	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00083	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00894	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C05668	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00222	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C01011	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00149	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C01213	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00024	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00022	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C06027	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C01013	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00048	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C06028	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00091	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00683	M00376	3_Hydroxypropionate_bi_cycle	K02160;K01961;K01962;K01963;K14468;K14469;K15052;K05606;K01847;K01848;K01849;K14471;K14472;K00239;K00240;K00241;K01679;K08691;K14449;K14470;K09709
C00237	M00377	Reductive_acetyl_CoA_pathway_Wood_Ljungdahl_pathway	K00198;K05299;K15022;K22015;K25123;K25124;K01938;K01491;K01500;K00297;K25007;K25008;K15023;K14138;K00197;K00194
C00011	M00377	Reductive_acetyl_CoA_pathway_Wood_Ljungdahl_pathway	K00198;K05299;K15022;K22015;K25123;K25124;K01938;K01491;K01500;K00297;K25007;K25008;K15023;K14138;K00197;K00194
C00234	M00377	Reductive_acetyl_CoA_pathway_Wood_Ljungdahl_pathway	K00198;K05299;K15022;K22015;K25123;K25124;K01938;K01491;K01500;K00297;K25007;K25008;K15023;K14138;K00197;K00194
C00143	M00377	Reductive_acetyl_CoA_pathway_Wood_Ljungdahl_pathway	K00198;K05299;K15022;K22015;K25123;K25124;K01938;K01491;K01500;K00297;K25007;K25008;K15023;K14138;K00197;K00194
C00440	M00377	Reductive_acetyl_CoA_pathway_Wood_Ljungdahl_pathway	K00198;K05299;K15022;K22015;K25123;K25124;K01938;K01491;K01500;K00297;K25007;K25008;K15023;K14138;K00197;K00194
C00101	M00377	Reductive_acetyl_CoA_pathway_Wood_Ljungdahl_pathway	K00198;K05299;K15022;K22015;K25123;K25124;K01938;K01491;K01500;K00297;K25007;K25008;K15023;K14138;K00197;K00194
C00058	M00377	Reductive_acetyl_CoA_pathway_Wood_Ljungdahl_pathway	K00198;K05299;K15022;K22015;K25123;K25124;K01938;K01491;K01500;K00297;K25007;K25008;K15023;K14138;K00197;K00194
C00445	M00377	Reductive_acetyl_CoA_pathway_Wood_Ljungdahl_pathway	K00198;K05299;K15022;K22015;K25123;K25124;K01938;K01491;K01500;K00297;K25007;K25008;K15023;K14138;K00197;K00194
C00024	M00377	Reductive_acetyl_CoA_pathway_Wood_Ljungdahl_pathway	K00198;K05299;K15022;K22015;K25123;K25124;K01938;K01491;K01500;K00297;K25007;K25008;K15023;K14138;K00197;K00194
C04732	M00378	F420_biosynthesis_archaea	K11780;K11781;K14941;K11212;K12234
C19156	M00378	F420_biosynthesis_archaea	K11780;K11781;K14941;K11212;K12234
C19154	M00378	F420_biosynthesis_archaea	K11780;K11781;K14941;K11212;K12234
C21971	M00378	F420_biosynthesis_archaea	K11780;K11781;K14941;K11212;K12234
C00876	M00378	F420_biosynthesis_archaea	K11780;K11781;K14941;K11212;K12234
C19153	M00378	F420_biosynthesis_archaea	K11780;K11781;K14941;K11212;K12234
C19152	M00378	F420_biosynthesis_archaea	K11780;K11781;K14941;K11212;K12234
C19155	M00378	F420_biosynthesis_archaea	K11780;K11781;K14941;K11212;K12234
C00001	M00416	Cytochrome_aa3_600_menaquinol_oxidase	K02827;K02826;K02828;K02829
C00007	M00416	Cytochrome_aa3_600_menaquinol_oxidase	K02827;K02826;K02828;K02829
C00828	M00416	Cytochrome_aa3_600_menaquinol_oxidase	K02827;K02826;K02828;K02829
C05819	M00416	Cytochrome_aa3_600_menaquinol_oxidase	K02827;K02826;K02828;K02829
C00399	M00417	Cytochrome_o_ubiquinol_oxidase	K02297;K02298;K02299;K02300
C00390	M00417	Cytochrome_o_ubiquinol_oxidase	K02297;K02298;K02299;K02300
C00007	M00417	Cytochrome_o_ubiquinol_oxidase	K02297;K02298;K02299;K02300
C00001	M00417	Cytochrome_o_ubiquinol_oxidase	K02297;K02298;K02299;K02300
C01455	M00418	Toluene_degradation_anaerobic_toluene_benzoyl_CoA	K07540;K07543;K07544;K07545;K07546;K07547;K07548;K07549;K07550
C00512	M00418	Toluene_degradation_anaerobic_toluene_benzoyl_CoA	K07540;K07543;K07544;K07545;K07546;K07547;K07548;K07549;K07550
C09818	M00418	Toluene_degradation_anaerobic_toluene_benzoyl_CoA	K07540;K07543;K07544;K07545;K07546;K07547;K07548;K07549;K07550
C09819	M00418	Toluene_degradation_anaerobic_toluene_benzoyl_CoA	K07540;K07543;K07544;K07545;K07546;K07547;K07548;K07549;K07550
C09817	M00418	Toluene_degradation_anaerobic_toluene_benzoyl_CoA	K07540;K07543;K07544;K07545;K07546;K07547;K07548;K07549;K07550
C09820	M00418	Toluene_degradation_anaerobic_toluene_benzoyl_CoA	K07540;K07543;K07544;K07545;K07546;K07547;K07548;K07549;K07550
C09816	M00418	Toluene_degradation_anaerobic_toluene_benzoyl_CoA	K07540;K07543;K07544;K07545;K07546;K07547;K07548;K07549;K07550
C06575	M00419	Cymene_degradation_p_cymene_p_cumate	K10616;K18293;K10617;K10618
C06578	M00419	Cymene_degradation_p_cymene_p_cumate	K10616;K18293;K10617;K10618
C06576	M00419	Cymene_degradation_p_cymene_p_cumate	K10616;K18293;K10617;K10618
C06577	M00419	Cymene_degradation_p_cymene_p_cumate	K10616;K18293;K10617;K10618
C00024	M00422	Acetyl_CoA_pathway_CO2_acetyl_CoA	K00192;K00195;K00193;K00197;K00194
C00237	M00422	Acetyl_CoA_pathway_CO2_acetyl_CoA	K00192;K00195;K00193;K00197;K00194
C00011	M00422	Acetyl_CoA_pathway_CO2_acetyl_CoA	K00192;K00195;K00193;K00197;K00194
C00233	M00432	Leucine_biosynthesis_2_oxoisovalerate_2_oxoisocaproate	K01649;K01702;K01703;K01704;K00052
C02504	M00432	Leucine_biosynthesis_2_oxoisovalerate_2_oxoisocaproate	K01649;K01702;K01703;K01704;K00052
C04411	M00432	Leucine_biosynthesis_2_oxoisovalerate_2_oxoisocaproate	K01649;K01702;K01703;K01704;K00052
C00141	M00432	Leucine_biosynthesis_2_oxoisovalerate_2_oxoisocaproate	K01649;K01702;K01703;K01704;K00052
C00024	M00432	Leucine_biosynthesis_2_oxoisovalerate_2_oxoisocaproate	K01649;K01702;K01703;K01704;K00052
C05662	M00433	Lysine_biosynthesis_2_oxoglutarate_2_oxoadipate	K01655;K17450;K01705;K16792;K16793;K05824
C00026	M00433	Lysine_biosynthesis_2_oxoglutarate_2_oxoadipate	K01655;K17450;K01705;K16792;K16793;K05824
C01251	M00433	Lysine_biosynthesis_2_oxoglutarate_2_oxoadipate	K01655;K17450;K01705;K16792;K16793;K05824
C04002	M00433	Lysine_biosynthesis_2_oxoglutarate_2_oxoadipate	K01655;K17450;K01705;K16792;K16793;K05824
C00322	M00433	Lysine_biosynthesis_2_oxoglutarate_2_oxoadipate	K01655;K17450;K01705;K16792;K16793;K05824
C00024	M00433	Lysine_biosynthesis_2_oxoglutarate_2_oxoadipate	K01655;K17450;K01705;K16792;K16793;K05824
C05539	M00525	Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine	K00928;K00133;K01714;K00215;K05822;K00841;K05823;K01778;K01586
C00666	M00525	Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine	K00928;K00133;K01714;K00215;K05822;K00841;K05823;K01778;K01586
C03972	M00525	Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine	K00928;K00133;K01714;K00215;K05822;K00841;K05823;K01778;K01586
C00680	M00525	Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine	K00928;K00133;K01714;K00215;K05822;K00841;K05823;K01778;K01586
C03082	M00525	Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine	K00928;K00133;K01714;K00215;K05822;K00841;K05823;K01778;K01586
C00047	M00525	Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine	K00928;K00133;K01714;K00215;K05822;K00841;K05823;K01778;K01586
C00049	M00525	Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine	K00928;K00133;K01714;K00215;K05822;K00841;K05823;K01778;K01586
C04390	M00525	Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine	K00928;K00133;K01714;K00215;K05822;K00841;K05823;K01778;K01586
C20258	M00525	Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine	K00928;K00133;K01714;K00215;K05822;K00841;K05823;K01778;K01586
C00441	M00525	Lysine_biosynthesis_acetyl_DAP_pathway_aspartate_lysine	K00928;K00133;K01714;K00215;K05822;K00841;K05823;K01778;K01586
C00680	M00526	Lysine_biosynthesis_DAP_dehydrogenase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K03340;K01586;K12526
C03972	M00526	Lysine_biosynthesis_DAP_dehydrogenase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K03340;K01586;K12526
C00047	M00526	Lysine_biosynthesis_DAP_dehydrogenase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K03340;K01586;K12526
C03082	M00526	Lysine_biosynthesis_DAP_dehydrogenase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K03340;K01586;K12526
C03871	M00526	Lysine_biosynthesis_DAP_dehydrogenase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K03340;K01586;K12526
C00049	M00526	Lysine_biosynthesis_DAP_dehydrogenase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K03340;K01586;K12526
C20258	M00526	Lysine_biosynthesis_DAP_dehydrogenase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K03340;K01586;K12526
C00441	M00526	Lysine_biosynthesis_DAP_dehydrogenase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K03340;K01586;K12526
C00680	M00527	Lysine_biosynthesis_DAP_aminotransferase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K10206;K01778;K01586;K12526
C00666	M00527	Lysine_biosynthesis_DAP_aminotransferase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K10206;K01778;K01586;K12526
C03972	M00527	Lysine_biosynthesis_DAP_aminotransferase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K10206;K01778;K01586;K12526
C00047	M00527	Lysine_biosynthesis_DAP_aminotransferase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K10206;K01778;K01586;K12526
C03082	M00527	Lysine_biosynthesis_DAP_aminotransferase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K10206;K01778;K01586;K12526
C00049	M00527	Lysine_biosynthesis_DAP_aminotransferase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K10206;K01778;K01586;K12526
C20258	M00527	Lysine_biosynthesis_DAP_aminotransferase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K10206;K01778;K01586;K12526
C00441	M00527	Lysine_biosynthesis_DAP_aminotransferase_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K10206;K01778;K01586;K12526
C00192	M00528	Nitrification_ammonia_nitrite	K10944;K10945;K10946;K10535
C00014	M00528	Nitrification_ammonia_nitrite	K10944;K10945;K10946;K10535
C00088	M00528	Nitrification_ammonia_nitrite	K10944;K10945;K10946;K10535
C00533	M00529	Denitrification_nitrate_nitrogen	K00370;K00371;K00374;K02567;K02568;K00368;K15864;K04561;K02305;K00376
C00244	M00529	Denitrification_nitrate_nitrogen	K00370;K00371;K00374;K02567;K02568;K00368;K15864;K04561;K02305;K00376
C00697	M00529	Denitrification_nitrate_nitrogen	K00370;K00371;K00374;K02567;K02568;K00368;K15864;K04561;K02305;K00376
C00887	M00529	Denitrification_nitrate_nitrogen	K00370;K00371;K00374;K02567;K02568;K00368;K15864;K04561;K02305;K00376
C00088	M00529	Denitrification_nitrate_nitrogen	K00370;K00371;K00374;K02567;K02568;K00368;K15864;K04561;K02305;K00376
C00014	M00530	Dissimilatory_nitrate_reduction_nitrate_ammonia	K00370;K00371;K00374;K02567;K02568;K00362;K00363;K03385;K15876
C00088	M00530	Dissimilatory_nitrate_reduction_nitrate_ammonia	K00370;K00371;K00374;K02567;K02568;K00362;K00363;K03385;K15876
C00244	M00530	Dissimilatory_nitrate_reduction_nitrate_ammonia	K00370;K00371;K00374;K02567;K02568;K00362;K00363;K03385;K15876
C00014	M00531	Assimilatory_nitrate_reduction_nitrate_ammonia	K00367;K10534;K00372;K00360;K00366;K17877;K26139;K26138;K00361
C00088	M00531	Assimilatory_nitrate_reduction_nitrate_ammonia	K00367;K10534;K00372;K00360;K00366;K17877;K26139;K26138;K00361
C00244	M00531	Assimilatory_nitrate_reduction_nitrate_ammonia	K00367;K10534;K00372;K00360;K00366;K17877;K26139;K26138;K00361
C00025	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00026	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00197	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00037	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C01182	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00988	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00014	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00048	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00065	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00007	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00168	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00258	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00027	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C00160	M00532	Photorespiration	K01601;K01602;K19269;K11517;K03781;K14272;K00600;K00830;K15893;K15919;K15918;K00281;K00605;K00382;K02437
C04052	M00533	Homoprotocatechuate_degradation_homoprotocatechuate_2_oxohept_3_enedioate	K00455;K00151;K01826;K05921
C04642	M00533	Homoprotocatechuate_degradation_homoprotocatechuate_2_oxohept_3_enedioate	K00455;K00151;K01826;K05921
C05600	M00533	Homoprotocatechuate_degradation_homoprotocatechuate_2_oxohept_3_enedioate	K00455;K00151;K01826;K05921
C01161	M00533	Homoprotocatechuate_degradation_homoprotocatechuate_2_oxohept_3_enedioate	K00455;K00151;K01826;K05921
C04186	M00533	Homoprotocatechuate_degradation_homoprotocatechuate_2_oxohept_3_enedioate	K00455;K00151;K01826;K05921
C03063	M00533	Homoprotocatechuate_degradation_homoprotocatechuate_2_oxohept_3_enedioate	K00455;K00151;K01826;K05921
C03012	M00534	Naphthalene_degradation_naphthalene_salicylate	K14579;K14580;K14578;K14581;K14582;K14583;K14584;K14585;K00152
C06202	M00534	Naphthalene_degradation_naphthalene_salicylate	K14579;K14580;K14578;K14581;K14582;K14583;K14584;K14585;K00152
C04314	M00534	Naphthalene_degradation_naphthalene_salicylate	K14579;K14580;K14578;K14581;K14582;K14583;K14584;K14585;K00152
C00829	M00534	Naphthalene_degradation_naphthalene_salicylate	K14579;K14580;K14578;K14581;K14582;K14583;K14584;K14585;K00152
